"gene","M_C1_IL1B_Mono","M_C10_MKI67_Macro","M_C11_MT1G_Macro","M_C12_HSPA1A_Macro","M_C13_MMP9_Macro","M_C14_CD1C_cDC","M_C15_LAMP3_cDC","M_C16_LILRA4_pDC","M_C17_S100A8_Neutro","M_C18_ISG15_Neutro","M_C19_AZU1_Neutro","M_C2_S100A8_Mono","M_C20_CXCL8_Neutro","M_C3_FCGR3A_Mono","M_C4_VCAN_Mono","M_C5_CCL3_C1QA_Macro","M_C6_SPP1_Macro","M_C7_TREM2_Macro","M_C8_BMP2K_Macro","M_C9_ISG15_Macro"
"ZNRF3",0.0158,0.0211,0.0064,0.0124,0.0989,0.0123,0.0103,0.011,0.0029,0.0041,0.0464,0.0063,0.0025,0.0194,0.0183,0.0112,0.0094,0.0069,0.0499,0.0099
"ZNRF3-AS1",0.001,0.0016,0.0011,8e-04,0.0081,0.0012,0,3e-04,9e-04,0.0016,0.0023,0.0057,0,0.0019,0.0015,6e-04,4e-04,7e-04,0.0018,0.001
"C22orf31",1e-04,8e-04,0,5e-04,0,1e-04,0,2e-04,1e-04,0.0011,2e-04,0,0,3e-04,6e-04,0,0,0,7e-04,2e-04
"KREMEN1",0.0398,0.0125,0.0109,0.0218,0.0846,0.0041,0.0043,0.0127,0.0747,0.0547,0.0083,0.0075,0.1029,0.0316,0.0392,0.0151,0.0274,0.0092,0.0309,0.0209
"EMID1",0.0023,0.0068,0.0023,0.0018,0.0128,0.0014,9e-04,0.0033,0.0036,0,0.0122,0.0057,0,0.002,0.0038,0.0054,0.0024,0.0034,0.0049,0.0032
"RHBDD3",0.026,0.059,0.0427,0.0329,0.0723,0.0315,0.0265,0.0564,0.0062,0.0075,0.0425,0.0057,0.0021,0.0212,0.0315,0.0504,0.0671,0.0383,0.0441,0.0631
"EWSR1",0.4568,0.477,0.2651,0.329,0.2929,0.403,0.4151,0.5278,0.21,0.2777,0.5025,0.3006,0.1537,0.4692,0.3759,0.3803,0.369,0.2447,0.4023,0.4393
"GAS2L1",0.0369,0.0652,0.0536,0.0396,0.0749,0.0564,0.0286,0.0057,0.0069,0.0088,0.0276,0.004,0.011,0.0288,0.0213,0.0621,0.0777,0.0374,0.0364,0.0544
"RASL10A",0.0061,0.0164,0.0067,0.0134,0.0087,0.0136,0.0148,0.0015,9e-04,0.0018,0.0037,6e-04,0,0.0054,0.0038,0.0298,0.0156,0.0107,0.0346,0.0103
"AP1B1",0.2815,0.4504,0.274,0.2581,0.2079,0.2864,0.1848,0.1982,0.053,0.0698,0.2765,0.0864,0.0587,0.2511,0.3178,0.6214,0.4727,0.3743,0.6292,0.4092
"RFPL1S",0.0076,0.0051,0.0031,0.0072,0.0237,0.0074,0.0025,0.0025,0.0011,0.0018,0.0047,0.0018,0.0044,0.0217,0.0102,0.0135,0.0088,0.0074,0.0249,0.0086
"NEFH",0.0073,0.0197,0.0117,0.0082,0.0247,0.0136,0.033,0.0034,0.0015,0.0011,0.013,3e-04,0,0.018,0.0064,0.0182,0.0155,0.0135,0.0151,0.0118
"THOC5",0.0513,0.0663,0.0304,0.0426,0.0501,0.047,0.0414,0.0467,0.0396,0.0332,0.0497,0.0301,0.0186,0.0766,0.0531,0.0478,0.0443,0.0399,0.0429,0.0506
"NIPSNAP1",0.0272,0.0583,0.0365,0.0303,0.0348,0.0648,0.058,0.0455,0.0119,0.0135,0.042,0.0075,0,0.0342,0.0251,0.0443,0.0442,0.0427,0.0404,0.0497
"NF2",0.0825,0.1052,0.0462,0.0483,0.0905,0.0834,0.0547,0.0963,0.0128,0.0208,0.1171,0.0373,0.0083,0.0998,0.0901,0.0662,0.0689,0.0539,0.1162,0.0745
"CABP7",3e-04,4e-04,0,5e-04,0,7e-04,2e-04,6e-04,4e-04,0,0,0,0,1e-04,0.0012,2e-04,4e-04,5e-04,4e-04,6e-04
"ZMAT5",0.0798,0.1387,0.1041,0.0906,0.096,0.099,0.0852,0.0635,0.0371,0.0476,0.1184,0.0229,0.0221,0.1084,0.0812,0.1084,0.1355,0.1174,0.0782,0.1355
"UQCR10",0.812,1.3508,1.1602,0.8599,1.3839,1.0581,0.8996,0.9079,0.4056,0.439,1.037,0.2721,0.2213,0.8097,0.8094,1.0154,1.2598,1.1225,0.6296,1.2612
"ASCC2",0.1573,0.1599,0.1144,0.1339,0.1568,0.1669,0.1185,0.1649,0.044,0.0546,0.1686,0.0851,0.0356,0.1889,0.1452,0.1437,0.1425,0.106,0.206,0.1414
"MTMR3",0.6384,0.2124,0.0881,0.1608,0.1991,0.1241,0.1143,0.1295,0.4376,0.1937,0.5384,1.4829,0.5079,0.5293,0.7985,0.1195,0.1453,0.0966,0.3838,0.1238
"HORMAD2-AS1",0.0063,0.0017,0,0.0015,0.003,9e-04,0,0.0016,0.0011,5e-04,0.0049,0.0036,0,0.0056,0.0058,9e-04,8e-04,8e-04,0.003,7e-04
"HORMAD2",0.0024,6e-04,0,7e-04,0,1e-04,2e-04,3e-04,2e-04,9e-04,0.001,0.0012,0,2e-04,0.0018,4e-04,3e-04,1e-04,0.0019,0
"LIF",0.0163,0.0131,0.0166,0.0195,0.0532,0.0081,0.0071,0.0033,0.0386,0.1503,0.0134,0.0027,0.0075,0.0078,7e-04,0.0171,0.0225,0.0053,0.0081,0.0111
"OSM",0.3999,0.3605,0.2839,0.3388,0.0415,0.2274,0.0827,0.0456,0.8795,1.4951,0.455,0.0927,0.8913,0.1778,0.0989,0.3858,0.2914,0.151,0.1309,0.2855
"CASTOR1",0.016,0.012,0.0047,0.0126,0.0211,0.0128,0.0271,0.0102,0.0072,0.0072,0.014,0.0038,0.0014,0.0113,0.008,0.0189,0.0168,0.0127,0.0159,0.0098
"TBC1D10A",0.0728,0.0612,0.0524,0.0512,0.0928,0.0604,0.1138,0.1038,0.0289,0.0284,0.0622,0.0631,0.0176,0.1276,0.0525,0.0763,0.0712,0.0476,0.073,0.0578
"SF3A1",0.1602,0.1923,0.1052,0.1335,0.171,0.1634,0.195,0.2116,0.1668,0.1894,0.1575,0.1223,0.1315,0.1577,0.1224,0.1693,0.1629,0.1065,0.1049,0.1516
"CCDC157",0.0198,0.0161,0.0053,0.0084,0.006,0.0101,0.0203,0.0232,0.0118,0.0096,0.0237,0.02,0.0183,0.0149,0.0111,0.0107,0.0102,0.0053,0.0197,0.0082
"RNF215",0.0299,0.0181,0.0107,0.0133,0.0211,0.0208,0.0149,0.0196,0.0064,0.0053,0.0386,0.0169,0.0077,0.0305,0.0366,0.02,0.0195,0.0167,0.0481,0.0161
"SEC14L2",0.0119,0.0097,0.0042,0.0058,0.0121,0.0082,0.0075,0.0188,0.0024,0.0027,0.0075,0.0017,0,0.012,0.0128,0.0088,0.0073,0.006,0.0256,0.0067
"MTFP1",0.0326,0.1335,0.0526,0.0536,0.1565,0.0417,0.0512,0.0259,0.0104,0.0123,0.032,0.002,0.0049,0.0209,0.0336,0.0425,0.0733,0.0381,0.0239,0.0786
"SEC14L3",2e-04,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,1e-04,1e-04,0,9e-04,0
"SEC14L4",7e-04,7e-04,0,0,0,1e-04,0,0,5e-04,0,5e-04,0.0017,0,6e-04,4e-04,4e-04,3e-04,0,0,0
"SEC14L6",5e-04,1e-04,4e-04,6e-04,0,2e-04,0,0,8e-04,0,9e-04,7e-04,0,0,7e-04,4e-04,5e-04,2e-04,0.0012,4e-04
"GAL3ST1",0.0024,0.0035,0.0022,0.0031,0.0065,0.0017,0.001,3e-04,0.0016,0.0011,7e-04,0,0,0.0015,0.0024,0.006,0.0035,0.0068,0.0023,0.0027
"PES1",0.1245,0.1036,0.0839,0.0834,0.0945,0.077,0.0723,0.0828,0.0177,0.0348,0.0886,0.0114,0.0175,0.123,0.0949,0.0911,0.1081,0.0605,0.0993,0.1177
"TCN2",0.1059,0.1354,0.2232,0.082,0.0743,0.0499,0.0421,0.0314,0.0283,0.0652,0.04,0.0068,0.0149,0.0972,0.0592,0.2304,0.3068,0.1361,0.0613,0.3966
"SLC35E4",0.061,0.0333,0.0265,0.0373,0.0591,0.0367,0.0504,0.0224,0.0073,0.0136,0.0401,0.0084,0.0232,0.0586,0.0323,0.0222,0.0307,0.0124,0.0349,0.0308
"DUSP18",0.1107,0.0532,0.0345,0.0559,0.0959,0.0597,0.0923,0.061,0.0471,0.0485,0.0692,0.0403,0.0314,0.1235,0.0998,0.052,0.0533,0.0333,0.0702,0.0614
"OSBP2",0.0131,0.006,9e-04,0.001,0.0123,0.0054,0.01,0.0072,0.0015,7e-04,0.011,0.0019,0,0.0119,0.0108,0.0044,0.0034,0.0024,0.0177,0.0029
"MORC2-AS1",0.011,0.0094,0.0084,0.01,0.0047,0.0118,0.011,0.0204,0.0044,0.0048,0.0102,0.0054,0.0089,0.0139,0.0058,0.0123,0.0108,0.0085,0.0145,0.0122
"MORC2",0.0428,0.0391,0.0179,0.0319,0.0327,0.0322,0.0245,0.0615,0.0072,0.0114,0.0484,0.0157,0.0046,0.0427,0.0544,0.0372,0.0311,0.0244,0.0632,0.0304
"TUG1",0.2105,0.1335,0.0419,0.0956,0.1207,0.1075,0.083,0.2101,0.1143,0.1368,0.0938,0.0279,0.099,0.1814,0.2103,0.139,0.1066,0.0696,0.2172,0.1275
"SMTN",0.015,0.0409,0.0145,0.0216,0.0152,0.0099,0.0112,0.0067,0.0059,0.0065,0.0097,0.0044,0.0105,0.0113,0.0131,0.0176,0.0144,0.0125,0.0133,0.0148
"SELENOM",0.0434,0.0746,0.157,0.1168,0.3973,0.1057,0.0873,0.0268,0.0401,0.0473,0.1329,0.0378,0.0386,0.0608,0.0558,0.1342,0.1651,0.132,0.086,0.0861
"INPP5J",0.0018,0.0031,0.0019,0.0023,0.0025,0.0072,0.0027,0.0013,0.0024,0,0.0023,6e-04,0,0.002,0.0013,0.0064,0.0041,0.0039,0.0042,0.0022
"RNF185",0.1041,0.0658,0.0553,0.0544,0.0565,0.0436,0.0347,0.0414,0.0504,0.0487,0.0871,0.1056,0.1281,0.1044,0.1062,0.0677,0.0759,0.0419,0.1053,0.0704
"LIMK2",0.3147,0.1412,0.0678,0.0923,0.0442,0.0597,0.045,0.0563,0.5263,0.5983,0.282,0.6041,0.8428,0.2434,0.262,0.0942,0.0862,0.0639,0.2576,0.1982
"PIK3IP1",0.0819,0.1062,0.133,0.1612,0.1602,0.0839,0.0612,0.059,0.0695,0.0793,0.087,0.0301,0.042,0.1336,0.0773,0.2929,0.2359,0.1558,0.1735,0.1664
"PIK3IP1-AS1",0.0279,0.0085,0.0027,0.0104,0.0112,0.0085,0.0032,0.0167,0.0169,0.0059,0.021,0.017,0.0221,0.0526,0.0299,0.011,0.0049,0.0075,0.0873,0.0098
"PATZ1",0.0295,0.0449,0.0198,0.0241,0.0353,0.0311,0.0295,0.1032,0.0082,0.0089,0.0539,0.0135,0.0044,0.0319,0.027,0.0471,0.0332,0.0238,0.0409,0.0371
"DRG1",0.1072,0.1634,0.0822,0.0873,0.1458,0.1132,0.096,0.2079,0.0284,0.0286,0.1323,0.0705,0.0233,0.1281,0.1162,0.1069,0.1208,0.096,0.1326,0.1412
"EIF4ENIF1",0.0595,0.0528,0.0253,0.0313,0.0535,0.0405,0.0433,0.1804,0.0155,0.0114,0.0664,0.1097,0.0168,0.0845,0.078,0.0426,0.0377,0.0299,0.11,0.045
"SFI1",0.0561,0.0596,0.0249,0.0285,0.049,0.0386,0.0409,0.0661,0.0214,0.0276,0.0791,0.0828,0.0371,0.1115,0.062,0.0302,0.0303,0.0231,0.0689,0.0317
"PISD",0.1624,0.123,0.0823,0.1043,0.1237,0.0942,0.0779,0.084,0.1145,0.1074,0.1854,0.1092,0.0947,0.1574,0.1687,0.0992,0.1131,0.0641,0.1387,0.1117
"PRR14L",0.2409,0.1652,0.087,0.0926,0.1524,0.1347,0.1298,0.236,0.0762,0.0781,0.2381,0.1929,0.0637,0.2774,0.2593,0.1312,0.1283,0.0802,0.2932,0.1476
"DEPDC5",0.1084,0.0681,0.0217,0.035,0.0543,0.0479,0.0363,0.0563,0.0132,0.016,0.1197,0.0305,0,0.1247,0.135,0.0416,0.0372,0.0254,0.1449,0.0453
"C22orf24",9e-04,3e-04,0,0.0012,0.0017,6e-04,0,0.001,1e-04,0,0,0,0,4e-04,0,7e-04,3e-04,6e-04,0.0021,5e-04
"YWHAH",0.4664,1.4417,0.8727,0.9177,0.4724,1.3565,0.5769,0.288,0.1603,0.2023,0.8858,0.302,0.0635,0.377,0.518,1.1262,0.9978,1.1522,1.0448,1.1136
"SLC5A1",7e-04,8e-04,0.0017,0,0.0013,4e-04,7e-04,6e-04,6e-04,5e-04,6e-04,1e-04,0,3e-04,0.001,6e-04,4e-04,4e-04,0.0011,8e-04
"RFPL2",0.0013,1e-04,8e-04,0.001,0.0014,4e-04,0,3e-04,2e-04,4e-04,0,5e-04,0,9e-04,3e-04,6e-04,2e-04,0.0011,5e-04,5e-04
"SLC5A4-AS1",0.0138,0.0019,0,9e-04,0.0033,0.0023,2e-04,0.0012,0.001,0.0021,0.0041,0.0025,0,0.0162,0.0102,0.0015,0.0013,7e-04,0.0112,9e-04
"SLC5A4",0.0034,7e-04,0,0.0019,0.0027,0.0013,3e-04,5e-04,2e-04,0,0.0022,6e-04,0,0.0039,0.0041,3e-04,6e-04,0,0.0027,2e-04
"RFPL3S",0.006,0.0038,0.0011,0.0043,0.0017,0.0028,5e-04,0.0057,9e-04,0.0029,0.0093,0.0015,0,0.0052,0.0051,0.0034,0.0017,7e-04,0.014,0.0035
"RTCB",0.169,0.319,0.1873,0.1645,0.1993,0.2337,0.2002,0.2218,0.0368,0.1105,0.2283,0.051,0.0208,0.184,0.1662,0.2662,0.2795,0.2312,0.2298,0.488
"BPIFC",6e-04,3e-04,0,0,0,1e-04,3e-04,5e-04,1e-04,5e-04,4e-04,8e-04,0,6e-04,0.001,1e-04,0,0,6e-04,0
"FBXO7",0.2147,0.2718,0.1729,0.1957,0.3056,0.2357,0.2986,0.2731,0.0656,0.0689,0.261,0.1748,0.0367,0.2151,0.1997,0.2361,0.2647,0.1678,0.2027,0.3248
"SYN3",0.0056,0.0024,0,5e-04,0.0036,0.0015,6e-04,0.0031,0.0012,9e-04,0.0036,0.0032,0,0.0035,0.0058,0.003,0.001,7e-04,0.0252,0.0015
"TIMP3",0.0208,0.048,0.0987,0.0327,0.1063,0.0244,0.0452,0.0356,0.0362,0.0648,0.0199,0.0282,0.0138,0.0227,0.0233,0.0588,0.0728,0.0431,0.0341,0.0352
"LARGE1",0.0115,0.0114,0.0045,0.0047,0.0411,0.0053,0.0076,0.0154,0.0041,0.0016,0.0326,0.0132,0,0.0139,0.0137,0.0155,0.0068,0.0068,0.0724,0.0058
"LARGE-AS1",2e-04,0,0,0,6e-04,3e-04,0,1e-04,0,0,3e-04,0,0,0.0013,0.0012,5e-04,2e-04,3e-04,0.0026,3e-04
"HMGXB4",0.1668,0.2163,0.0931,0.1002,0.1627,0.1371,0.1065,0.1359,0.0469,0.0579,0.2036,0.0717,0.0604,0.1779,0.1388,0.1258,0.1275,0.0764,0.1495,0.1371
"TOM1",0.6401,0.2376,0.2122,0.2723,0.2355,0.2262,0.116,0.176,0.3361,0.3246,0.4293,0.2501,0.8891,0.5307,0.5094,0.2663,0.3073,0.1713,0.621,0.2628
"HMOX1",0.4339,0.5833,1.0888,1.0981,0.6547,0.3647,0.4255,0.0469,0.1346,0.1757,0.3176,0.0236,0.1315,0.8695,0.4505,1.0954,1.2899,0.7651,1.0672,0.8924
"MCM5",0.0833,0.4184,0.1174,0.1138,0.0879,0.1801,0.3049,0.2108,0.0289,0.0329,0.2277,0.0222,0.015,0.1107,0.0838,0.1513,0.1306,0.1173,0.2124,0.1583
"RASD2",0.0042,0.0025,0.0066,0.0029,7e-04,0.0046,0.0027,0,7e-04,8e-04,0.0012,4e-04,0,0.0013,0.0018,0.0024,0.0017,8e-04,0.0024,4e-04
"MB",0.0013,7e-04,0,0.001,0.001,0.003,0.0012,0.0025,0.0012,0.0011,9e-04,0,0,4e-04,3e-04,0.0013,0.0014,0.0028,0.0025,0.0022
"APOL6",0.2424,0.2595,0.2104,0.1701,0.1953,0.1567,0.0915,0.0748,0.1307,1.0536,0.1833,0.042,0.0399,0.3972,0.1968,0.2855,0.295,0.1774,0.244,0.647
"APOL5",1e-04,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,1e-04,0,1e-04,0
"RBFOX2",0.0721,0.0431,0.0104,0.0319,0.1825,0.0379,0.0298,0.053,0.0114,0.0105,0.0652,0.0348,0.0383,0.1036,0.0921,0.0307,0.0302,0.0302,0.1025,0.0282
"APOL3",0.1005,0.073,0.0554,0.0636,0.0357,0.0804,0.1787,0.0162,0.0198,0.0749,0.0522,0.0095,0.0104,0.1601,0.0954,0.0791,0.0569,0.0671,0.1112,0.3787
"APOL4",0.0143,0.0595,0.0523,0.0341,0.0196,0.079,0.0508,0.0034,0.0033,0.0187,0.0609,0.0073,0,0.0083,0.0092,0.0516,0.0708,0.0482,0.027,0.1723
"APOL2",0.0557,0.1227,0.091,0.0485,0.0541,0.0654,0.131,0.0704,0.0715,0.2565,0.0346,0.0114,0.0243,0.0902,0.0456,0.0824,0.1027,0.0715,0.0714,0.2584
"APOL1",0.0431,0.0718,0.0848,0.0347,0.0381,0.0335,0.079,0.0188,0.0344,0.1911,0.0619,0.0097,0.0041,0.0495,0.0326,0.0739,0.0913,0.0553,0.0405,0.1916
"MYH9",0.8724,0.7094,0.4124,0.4429,0.4982,0.5892,0.6687,0.5868,0.9886,0.7819,0.8987,2.0309,0.4733,0.7681,0.8194,0.5292,0.569,0.4019,0.5838,0.5231
"TXN2",0.2631,0.4697,0.3455,0.2859,0.4203,0.4122,0.356,0.3543,0.0864,0.0923,0.3339,0.0579,0.0461,0.3052,0.2341,0.3429,0.3822,0.3296,0.1767,0.4249
"FOXRED2",0.0103,0.0496,0.0194,0.014,0.0253,0.0145,0.0079,0.051,0.0022,0.0024,0.0196,0.0028,0.005,0.0111,0.0114,0.0573,0.0286,0.0252,0.0523,0.0235
"EIF3D",0.4114,0.5308,0.3807,0.4083,0.5865,0.5765,0.6315,0.5563,0.1175,0.1374,0.4383,0.0974,0.0494,0.4387,0.3197,0.509,0.4996,0.44,0.3268,0.5345
"CACNG2",9e-04,2e-04,0.0014,0,0.0023,6e-04,0.0014,6e-04,1e-04,0,8e-04,6e-04,0.0048,0.0013,0,3e-04,2e-04,1e-04,0.002,0
"IFT27",0.0616,0.1227,0.0812,0.0744,0.0848,0.1091,0.077,0.0725,0.0172,0.0198,0.0915,0.0159,0.0051,0.0599,0.063,0.0969,0.0931,0.0806,0.0658,0.0881
"PVALB",0.0028,0.0061,0.0111,0.0016,0.0036,8e-04,4e-04,9e-04,6e-04,4e-04,0.0044,9e-04,0.0043,0.0016,0.0052,0.0032,0.012,0.0044,0.0021,0.0021
"NCF4-AS1",0.0037,0.0018,0,6e-04,0.0013,0.0012,4e-04,0.0078,6e-04,5e-04,0.0031,0.0053,0,0.004,0.0056,0.002,6e-04,8e-04,0.0168,0.0013
"NCF4",0.3275,0.4481,0.35,0.3628,0.2762,0.2821,0.2126,0.2496,0.5002,0.3936,0.3643,0.3807,0.1905,0.1957,0.3697,0.5254,0.4379,0.3923,0.3007,0.5054
"CSF2RB",0.1886,0.089,0.1382,0.1071,0.0824,0.1684,0.255,0.5969,0.4228,0.5579,0.1484,0.1313,0.3526,0.1772,0.1312,0.1312,0.1446,0.0697,0.1072,0.2633
"TST",0.0725,0.159,0.0733,0.0584,0.1287,0.1666,0.1064,0.016,0.0369,0.0169,0.1017,0.0302,0.0456,0.0315,0.0837,0.0936,0.1021,0.0805,0.0448,0.0821
"MPST",0.1455,0.2514,0.135,0.1333,0.1875,0.2459,0.188,0.0507,0.0492,0.0377,0.1846,0.0491,0.0157,0.0553,0.1302,0.186,0.1825,0.1454,0.0794,0.1554
"KCTD17",0.0388,0.0618,0.0558,0.0323,0.0637,0.0928,0.0657,0.0121,0.0077,0.0131,0.0615,0.0047,0.0069,0.0278,0.0298,0.0489,0.0705,0.0473,0.0292,0.0676
"TMPRSS6",7e-04,0.0016,4e-04,7e-04,0.0019,7e-04,0.003,3e-04,5e-04,0,2e-04,5e-04,0,0.0018,0.0013,0.0014,0.0016,3e-04,0.001,0.0017
"IL2RB",0.0087,0.0107,0.0124,0.0069,0.0056,0.009,0.0144,0.0183,0.0067,0.0047,0.0102,0.0024,0.0139,0.0127,0.0131,0.0058,0.0066,0.0068,0.0118,0.0111
"C1QTNF6",0.0071,0.0036,9e-04,0.0036,0.0219,0.0059,0.0052,0.0113,0.0033,0.007,0.0075,0.0062,0.0047,0.0083,0.0095,0.0079,0.0051,0.0057,0.016,0.0066
"RAC2",0.5831,0.6773,0.4804,0.4269,0.9599,0.5006,0.247,0.9466,0.7754,0.726,0.6477,0.569,0.4954,0.8032,0.5386,0.2894,0.4524,0.3405,0.2091,0.3238
"CYTH4",0.3091,0.2157,0.1539,0.2206,0.3071,0.1907,0.1494,0.5108,0.2345,0.2563,0.1217,0.0452,0.1987,0.4047,0.2842,0.3365,0.2284,0.2124,0.4426,0.2731
"MFNG",0.1356,0.154,0.1275,0.0896,0.0751,0.1495,0.1328,0.0833,0.0587,0.0576,0.1637,0.031,0.0259,0.1539,0.1096,0.1428,0.1437,0.1199,0.0702,0.136
"CARD10",9e-04,0.0016,0.0023,0,0,6e-04,0.0017,0.0019,9e-04,0,0,0,0,0,0,0.0014,0.0019,0.0015,6e-04,0.0014
"CDC42EP1",0.0239,0.0255,0.0298,0.0293,0.0821,0.0301,0.0362,0.0047,0.0079,0.0124,0.0224,0.0052,0.0069,0.011,0.0207,0.0349,0.0421,0.0237,0.0155,0.0689
"LGALS2",0.6132,0.1817,0.1341,0.2272,0.1483,0.8065,1.2609,0.043,0.1048,0.2122,0.1135,0.0192,0.0535,0.3519,0.3045,0.1366,0.1286,0.1474,0.1218,0.547
"GGA1",0.2163,0.1936,0.1792,0.2082,0.297,0.1786,0.1619,0.1306,0.1368,0.2024,0.1843,0.1133,0.0651,0.2225,0.165,0.3142,0.3223,0.152,0.3262,0.2591
"SH3BP1",0.1856,0.1959,0.1095,0.1592,0.099,0.186,0.1599,0.1218,0.0727,0.0994,0.1303,0.0304,0.0253,0.2869,0.1651,0.1839,0.1657,0.1402,0.1599,0.2184
"PDXP",0.0107,0.0399,0.007,0.0153,0.0265,0.02,0.0153,0.0998,0.0018,0.0044,0.0163,0.0019,0,0.0092,0.0162,0.0161,0.0172,0.013,0.012,0.0144
"LGALS1",2.3064,2.8621,2.6803,2.2459,2.622,2.3603,2.2526,1.1271,0.7868,0.7856,2.2967,0.3726,0.362,1.9351,2.3224,1.9395,2.871,2.2629,1.3422,2.3236
"NOL12",0.0759,0.1234,0.049,0.0699,0.0513,0.0818,0.0604,0.0829,0.0333,0.0376,0.0629,0.0182,0.0055,0.088,0.0901,0.0699,0.0702,0.068,0.0829,0.0864
"TRIOBP",0.2068,0.2302,0.111,0.106,0.075,0.1243,0.0874,0.105,0.1161,0.0869,0.1747,0.1495,0.0658,0.1827,0.2026,0.1579,0.1543,0.1125,0.1698,0.1457
"H1F0",0.0883,0.1308,0.1653,0.1233,0.146,0.0928,0.0854,0.0821,0.0294,0.039,0.1186,0.1104,0.0028,0.0515,0.1186,0.1732,0.1269,0.1266,0.1438,0.1443
"GCAT",0.005,0.0284,0.0078,0.0077,0.0136,0.011,0.0097,0.0092,0.0032,0.0027,0.022,0.0055,0,0.0047,0.0106,0.0088,0.0083,0.0067,0.018,0.0092
"GALR3",3e-04,4e-04,0,3e-04,0,2e-04,0,2e-04,1e-04,0,0.0015,0,0,0,5e-04,1e-04,1e-04,1e-04,0,1e-04
"ANKRD54",0.0345,0.0549,0.0261,0.0361,0.0409,0.0436,0.0368,0.0663,0.013,0.0157,0.0457,0.0101,0.0051,0.0379,0.0326,0.0406,0.0408,0.0338,0.0496,0.0362
"EIF3L",0.678,0.6211,0.4061,0.551,0.5181,0.8613,0.92,0.8931,0.1573,0.1468,0.6738,0.2686,0.0818,0.6203,0.4865,0.5787,0.4994,0.4806,0.3164,0.4844
"MICALL1",0.0249,0.033,0.0213,0.021,0.0349,0.0199,0.0334,0.0435,0.0095,0.0094,0.0317,0.0337,0.0091,0.0156,0.0291,0.0232,0.0366,0.0173,0.0259,0.0301
"C22orf23",0.002,0.0014,7e-04,0,0.0021,0.001,0.0017,0.0035,1e-04,0,0.0031,0.0011,0.0043,0.0018,0.0047,8e-04,6e-04,3e-04,0.0051,6e-04
"POLR2F",0.2215,0.3947,0.3157,0.2257,0.3702,0.2597,0.2138,0.2515,0.1058,0.106,0.2771,0.0616,0.0455,0.245,0.2147,0.2795,0.3767,0.271,0.1568,0.3155
"SOX10",6e-04,3e-04,3e-04,0,0.0035,9e-04,0,0.0012,1e-04,5e-04,8e-04,4e-04,0,0.0014,0.001,3e-04,2e-04,3e-04,0.0017,2e-04
"PICK1",0.0534,0.0606,0.0593,0.0558,0.068,0.0968,0.0606,0.0248,0.0122,0.0145,0.0807,0.0162,0,0.041,0.0428,0.0815,0.0725,0.0478,0.0516,0.0478
"SLC16A8",7e-04,0.0016,9e-04,9e-04,7e-04,0.0043,3e-04,7e-04,6e-04,0,3e-04,0,0,3e-04,0.0016,0.0011,0.0014,0.0011,0.0018,8e-04
"BAIAP2L2",0.0015,0.0023,8e-04,0.0026,0.0036,0.0012,0.0014,0.0027,0.0011,6e-04,0.0019,0.0011,0,0.0016,0.0015,0.0014,0.0018,6e-04,0.0032,0.0017
"PLA2G6",0.0512,0.0273,0.0112,0.0255,0.0283,0.0371,0.0416,0.0469,0.0114,0.0068,0.0455,0.0112,0.0412,0.0443,0.0512,0.0392,0.0304,0.0237,0.1469,0.0218
"MAFF",0.3611,0.3215,0.3113,0.4434,0.1463,0.4899,0.5235,0.0695,0.2998,0.5128,0.2691,0.0545,0.4849,0.1795,0.115,0.6715,0.4603,0.1648,0.337,0.4237
"TMEM184B",0.0615,0.0558,0.0569,0.0455,0.0543,0.068,0.0617,0.1604,0.086,0.0585,0.0981,0.1061,0.0632,0.0427,0.058,0.0535,0.0732,0.0363,0.0698,0.0491
"CSNK1E",0.078,0.1053,0.0691,0.1026,0.1235,0.1058,0.1223,0.3033,0.0233,0.0283,0.1173,0.0237,0.0097,0.0317,0.0679,0.1331,0.1252,0.0634,0.1088,0.0733
"KDELR3",0.0062,0.022,0.0158,0.0072,0.0287,0.0058,0.0083,0.0162,0.0044,0.0028,0.0041,0.0028,0.0019,0.0058,0.0083,0.0108,0.0123,0.0085,0.0184,0.0107
"DDX17",0.9099,0.6651,0.4997,0.5685,0.7377,0.7752,0.7078,1.1809,0.785,0.8699,0.8998,1.0583,0.5349,0.9234,0.9197,0.806,0.677,0.5277,1.0953,0.633
"DMC1",0.0026,0.0242,0.0017,0.0066,0.007,0.0076,0.0066,0.0066,8e-04,7e-04,0.0104,0.0049,0,0.0022,0.0048,0.0029,0.0017,0.0055,0.0204,0.0046
"FAM227A",0.002,0.0021,0.0012,0.0031,0.0016,0.0013,0.0015,0.0047,0.0011,0.0022,0.0029,0.002,0,9e-04,0.0013,0.0016,0.0017,0.0021,0.0074,0.001
"CBY1",0.0158,0.0298,0.0319,0.0165,0.0444,0.0223,0.0221,0.0298,0.0074,0.0078,0.0194,0.0065,0.0052,0.0193,0.0306,0.0315,0.0301,0.0298,0.035,0.0264
"TOMM22",0.2787,0.4555,0.3531,0.2727,0.3341,0.4497,0.4497,0.3809,0.0855,0.0895,0.3385,0.0488,0.0385,0.2652,0.2255,0.3062,0.3587,0.297,0.121,0.4029
