"gene","B_C1_CRIP1","B_C10_LOMO2","B_C11_MZB1_PC","B_C2_IGHM_Bn","B_C3_HSPA1A","B_C4_FCRL1","B_C5_IFIT3","B_C6_ZZF331","B_C7_MKI67","B_C8_BACH2","B_C9_IGLL5"
"UPF3AP1",0,0,0,0,0,0,0,0,0,0,0
"USP32P1",0,0,0,0,0,0,0,0,0,0,0
"KRT16P6",0,0,0,0,0,0,0,0,0,0,0
"TBC1D27P",0,0,0,0,0,0.17,0,0,0,0.08,0
"RN7SL775P",0,0,0,0,0,0,0,0,0,0,0
"ACTG1P24",0,0,0,0,0,0,0,0,0,0,0
"TNPO1P2",0,0,0,0,0,0,0,0,0,0,0
"USP32P2",0,0,0,0,0,0,0,0,0,0,0
"CCDC144B",0,0,0,0,0,0.15,0,0,0,0,0
"UBE2SP2",0,0,0,0,0,0.04,0,0,0,0,0
"KYNUP1",0,0,0,0,0,0,0,0,0,0,0
"KYNUP3",0,0,0,0,0,0,0,0,0,0,0
"SNORA59B",0,0,0,0,0,0,0,0,0,0,0
"SLC47A1P1",0,0,0,0,0,0,0,0,0,0,0
"MTND2P12",0,0,0,0,0,0,0,0,0,0,0
"SLC47A1P2",0,0,0,0,0,0,0,0,0,0,0
"NDUFB4P3",0,0,0,0,0,0,0,0,0,0,0
"KCTD9P1",0,0,0,0,0,0,0,0,0,0,0
"CCDC144CP",0,0,0,0,0,0,0,0,0,0,0
"UPF3AP2",0,0,0,0,0,0,0,0,0,0,0
"USP32P3",0,0,0,0,0,0.01,0,0,0,0,0
"NOS2P3",0,0,0,0,0,0,0,0,0,0,0
"KRT16P3",0,0,0,0,0,0,0,0,0,0,0
"MEIS3P2",0,0,0,0,0,0,0,0,0,0,0
"RNASEH1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL426P",0,0,0,0,0,0.01,0,0,0,0,0
"PDLIM1P2",0,0,0,0,0,0,0,0,0,0,0
"SYPL1P2",0,0,0,0,0,0,0,0,0,0,0
"TBC1D3P5",0,0,0,0,0,0,0,0,0,0,0
"NOS2P1",0,0,0,0,0,0,0,0,0,0,0
"PYY2",0,0,0,0,0,0,0,0,0,0,0
"KRT18P55",0,0,0,0,0,0,0,0,0,0,0
"TWF1P1",0,0,0,0,0,0,0,0,0,0,0
"TBC1D29P",0,0,0,0,0,0.03,0,0,0,0,0
"SH3GL1P2",0,0,0,0,0,0,0,0,0,0,0
"LRRC37BP1",0.01,0,0,0.01,0,0.47,0,0,0,0.08,0
"SUZ12P1",0.03,0,0.13,0.08,0.05,3.08,0.02,0,0.08,0.23,0
"RN7SL138P",0,0,0,0,0,0,0,0,0,0,0
"DPRXP4",0,0,0.03,0.01,0.01,0.22,0,0,0,0,0
"AK4P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL79P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL45P",0,0,0,0,0,0.01,0,0,0,0,0
"SH3GL1P1",0,0,0,0,0,0.06,0,0,0,0,0
"ARGFXP2",0,0,0,0,0,0.03,0,0,0,0,0
"UBL5P2",0,0,0,0,0,0,0,0,0,0,0
"OOSP1P2",0,0,0,0,0,0,0,0,0,0,0
"TLK2P1",0,0,0,0,0,0.01,0,0,0,0,0
"E2F3P1",0,0,0,0,0,0,0,0,0,0,0
"TOMM20P2",0,0,0,0,0,0,0,0,0,0,0
"LRRC37A9P",0,0,0,0,0,0,0,0,0,0,0
"CCL15-CCL14",0,0,0.03,0,0,0,0,0,0,0,0
"RN7SL301P",0,0,0,0,0,0,0,0,0,0,0
"TBC1D3J",0,0,0,0,0,0,0,0,0,0,0
"HMGB1P24",0,0,0,0,0,0.01,0,0,0,0,0
"YWHAEP7",0.01,0,0,0,0,0,0,0,0,0,0
"NPEPPSP1",0.01,0,0.03,0.01,0.01,0.73,0,0,0.08,0.08,0
"LRRC37A11P",0,0,0,0,0,0,0,0,0,0,0
"RDM1P5",0,0,0,0,0,0.04,0,0,0,0,0
"KRT8P34",0,0,0,0,0,0,0,0,0,0,0
"PPIAP54",0,0,0,0,0,0,0,0,0,0,0
"KRT223P",0,0,0,0,0,0,0,0,0,0,0
"PTP4A2P1",0,0,0,0,0,0,0,0,0,0,0
"ATP5MGP7",0,0,0,0,0,0,0,0,0,0,0
"HMGN2P15",0,0,0,0,0,0,0,0,0,0,0
"AOC4P",0,0,0,0.01,0,0.01,0,0,0,0,0
"WHSC1L2P",0,0,0,0,0.01,0.01,0,0,0,0,0
"HROB",0.01,0,0,0,0,0.07,0,0,0,0,0
"SHC1P2",0,0,0,0,0,0,0,0,0,0,0
"SMCO4P1",0,0,0,0,0,0,0,0,0,0,0
"LRRC37A4P",0.01,0,0.03,0.01,0.03,1.28,0,0,0,0.23,0
"NSFP1",0.01,0,0.03,0.01,0,2.56,0,0,0,0.39,0
"LRRC37A17P",0,0,0,0,0,0.03,0,0,0,0,0
"RN7SL270P",0,0,0,0,0,0,0,0,0,0,0
"MRPL45P2",0.01,0,0,0.01,0,0.47,0,0,0,0,0
"SUMO2P17",0.01,0,0,0.01,0,0.22,0,0,0,0,0
"EIF4EP2",0,0,0,0,0,0,0,0,0,0,0
"SRP14P3",0,0,0,0,0,0,0,0,0,0,0
"H1-9",0,0,0,0,0,0,0,0,0,0,0
"MTCO1P40",0,0,0,0,0,0,0,0,0,0,0
"RNF126P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL449P",0,0,0,0,0.01,0,0,0,0,0,0
"SETP3",0,0,0,0,0,0,0,0,0,0,0
"RNU1-85P",0,0,0,0,0,0.01,0,0,0,0,0
"RNU6-450P",0,0,0,0,0,0.01,0,0,0,0,0
"NDUFB8P2",0,0,0,0,0,0,0,0,0,0,0
"WFDC21P",0.02,0,0.1,0.04,0.01,0.74,0,0,0,0.23,0
"H3P42",0,0,0,0,0,0,0,0,0,0,0
"RPSAP66",0,0,0,0,0,0,0,0,0,0,0
"KRT18P61",0,0,0,0,0,0.06,0,0,0,0,0
"HMGN1P28",0,0,0,0.01,0,0,0,0,0,0,0
"RN7SL448P",0,0,0,0,0,0.03,0,0,0,0,0
"POLRMTP1",0,0,0,0,0,0,0,0,0,0,0
"MARCHF10",0.01,0,0,0,0,0,0,0,0,0,0
"MARCHF10-DT",0,0,0,0,0,0,0,0,0,0,0
"PPIAP55",0,0,0,0,0,0,0,0,0,0,0
"EEF1DP7",0,0,0,0,0,0.03,0,0,0,0,0
"TCAM1P",0,0,0,0,0,0,0,0,0,0,0
"CSH1",0,0,0,0,0,0,0,0,0,0,0
"ATP5MFP4",0,0,0,0,0.01,0.01,0,0,0,0,0
"MICOS10P2",0,0,0,0,0,0,0,0,0,0,0
"ARHGAP27P1-BPTFP1-KPNA2P3",0,0,0,0,0.01,0.54,0,0,0,0,0
"PLEKHM1P1",0,0,0.06,0.04,0.01,1.75,0,0,0,0.23,0
"RN7SL404P",0,0,0,0,0,0,0,0,0,0,0
"AMZ2P1",0.01,0,0.03,0.02,0.01,0.58,0,0,0,0,0
"RN7SL735P",0,0,0,0,0,0,0,0,0,0,0
"RNU6-928P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL756P",0,0,0,0,0,0,0,0,0,0,0
"SNORA38B",0,0,0,0,0,0,0,0,0,0,0
"RPSAP67",0,0,0,0,0,0,0,0,0,0,0
"LRRC37A16P",0,0,0.03,0.01,0.01,0.62,0,0,0,0.08,0
"RDM1P3",0,0,0,0,0,0.01,0,0,0,0,0
"SEC24AP1",0,0,0,0,0,0,0,0,0,0,0
"POLR3KP2",0,0,0,0,0,0,0,0,0,0,0
"TRIM80P",0,0,0,0,0,0,0,0,0,0,0
"H3-3B",0.3,0,0.36,0.61,0.63,12.77,0.12,0,0.15,1.71,0
"TEN1-CDK3",0.02,0,0,0.01,0.02,0.01,0.02,0,0,0,0
"ATF4P3",0,0,0,0,0,0,0,0,0,0,0
"CYCSP40",0,0,0,0,0,0.01,0,0,0,0,0
"UBE2V2P2",0,0,0,0,0,0.03,0,0,0,0,0
"EIF5AP2",0,0,0,0,0,0,0,0,0,0,0
"THA1P",0,0,0,0,0,0.03,0,0,0,0,0
"RN7SL236P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL454P",0,0,0,0,0,0,0,0,0,0,0
"ROCK1P1",0,0,0,0.01,0.01,0.04,0,0,0,0,0
"CETN1",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP146",0,0,0,0,0,0,0,0,0,0,0
"BOLA2P1",0,0,0,0,0,0,0,0,0,0,0
"SNRPCP4",0,0,0,0,0,0,0,0,0,0,0
"RN7SL39P",0,0,0,0,0,0,0,0,0,0,0
"SCML2P1",0,0,0,0,0,0,0,0,0,0,0
"COP1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL50P",0,0,0,0,0,0,0,0,0,0,0
"THEMIS3P",0,0,0,0,0,0,0,0,0,0,0
"AKR1B1P6",0,0,0,0,0,0,0,0,0,0,0
"KRT18P8",0,0,0,0,0,0,0,0,0,0,0
"ZNF415P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL862P",0,0,0,0,0,0,0,0,0,0,0
"PIGPP4",0,0,0,0,0,0,0,0,0,0,0
"CCDC58P1",0,0,0,0,0,0,0,0,0,0,0
"PMM2P1",0,0,0,0,0,0,0,0,0,0,0
"KIAA0895LP1",0,0,0,0,0,0,0,0,0,0,0
"ASNSP6",0,0,0,0,0,0,0,0,0,0,0
"EIF4A2P1",0,0,0,0,0,0,0,0,0,0,0
"C18orf15",0,0,0,0,0,0,0,0,0,0,0
"RN7SL362P",0,0,0,0,0,0,0,0,0,0,0
"FRG2LP",0,0,0,0,0,0,0,0,0,0,0
"ANKRD20A5P",0,0,0,0,0,0.04,0,0,0,0,0
"RN7SL233P",0,0,0,0,0,0.07,0,0,0,0,0
"RN7SL745P",0,0,0,0,0,0,0,0,0,0,0
"DHFRP1",0,0,0,0,0,0,0,0,0,0,0
"SINHCAFP1",0,0,0,0,0,0,0,0,0,0,0
"LRRC37A7P",0,0,0,0,0,0,0,0,0,0,0
"CLUHP6",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P7",0,0,0,0,0,0,0,0,0,0,0
"ZNF271P",0.02,0,0,0.05,0.03,1.31,0,0,0.08,0.08,0
"RN7SKP26",0,0,0,0,0,0,0,0,0,0,0
"POLR3GP2",0,0,0,0,0,0,0,0,0,0,0
"SRP72P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL310P",0,0,0,0,0,0,0,0,0,0,0
"SRSF10P1",0,0,0,0,0,0,0,0,0,0,0
"NARS1",0.04,0,0,0.04,0.03,1.4,0.05,0,0.15,0,0
"RSL24D1P11",0,0,0,0,0,0.01,0,0,0,0,0
"MRPL37P1",0,0,0.03,0,0,0,0,0,0,0,0
"OACYLP",0,0,0,0,0,0.07,0,0,0,0,0
"NFE2L3P1",0,0,0,0,0,0,0,0,0,0,0
"SINHCAFP2",0,0,0,0,0,0.01,0,0,0,0,0
"ATP5MC1P6",0,0,0,0,0,0,0,0,0,0,0
"FAUP1",0,0,0,0,0,0.07,0,0,0,0,0
"ACTG1P3",0,0,0,0,0,0.01,0,0,0,0,0
"CKAP2LP1",0,0,0,0,0,0,0,0,0,0,0
"SNORA51",0,0,0,0,0,0,0,0,0,0,0
"RN7SL555P",0.01,0,0,0,0,0.03,0,0,0,0,0
"UBE2V1P1",0,0,0,0,0,0,0,0,0,0,0
"SF3A3P1",0,0,0,0,0,0,0,0,0,0,0
"FTLP3",0.01,0,0,0,0,0.03,0,0,0,0,0
"UBE2D3P1",0,0,0,0,0,0.01,0,0,0,0,0
"EIF4EP1",0,0,0,0.01,0.01,0.19,0,0,0,0,0
"KANK1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL498P",0,0,0,0,0,0,0,0,0,0,0
"SDAD1P2",0,0,0,0,0,0,0,0,0,0,0
"PA2G4P2",0,0,0,0,0,0,0,0,0,0,0
"AIMP1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP69",0,0,0,0,0,0,0,0,0,0,0
"SNORD17",0,0,0,0,0,0,0,0,0,0,0
"PTMAP3",0,0,0,0,0,0,0,0,0,0,0
"RN7SL14P",0,0,0,0,0,0,0,0,0,0,0
"GCNT1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL638P",0,0,0,0,0,0,0,0,0,0,0
"CFAP61-AS1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL607P",0,0,0,0,0,0,0,0,0,0,0
"NXT1-AS1",0,0,0,0.01,0,0.11,0,0,0,0,0
"POM121L3P",0,0,0,0,0,0,0,0,0,0,0
"PPIAP2",0,0,0,0,0,0.01,0,0,0,0,0
"RN7SL594P",0,0,0,0,0,0,0,0,0,0,0
"MED28P7",0,0,0,0,0,0,0,0,0,0,0
"VN1R108P",0,0,0,0,0,0,0,0,0,0,0
"FRG1CP",0.04,0,0,0.05,0.04,1.54,0.02,0,0.08,0.16,0
"PCMTD1P7",0,0,0,0,0,0,0,0,0,0,0
"AGGF1P10",0,0,0,0,0,0,0,0,0,0,0
"FRG1EP",0,0,0,0.01,0,0.06,0,0,0,0,0
"FRG1BP",0,0,0,0.02,0.01,0.76,0,0,0,0.08,0
"ANKRD20A21P",0,0,0,0,0,0,0,0,0,0,0
"RSL24D1P6",0,0,0,0,0,0,0,0,0,0,0
"TSPY26P",0,0,0,0,0,0.01,0,0,0,0,0
"BAK1P1",0,0,0,0,0,0,0,0,0,0,0
"BPIFB9P",0,0,0,0,0,0.06,0,0,0,0,0
"TPM3P2",0,0,0,0,0,0,0,0,0,0,0
"XPOTP1",0,0,0,0,0,0,0,0,0,0,0
"FDX1P1",0,0,0,0,0,0.01,0,0,0,0,0
"HMGB3P1",0,0,0,0,0,0,0,0,0,0,0
"MT1P3",0,0,0,0,0,0,0,0,0,0,0
"CEP250-AS1",0.02,0,0,0.03,0.03,0.89,0,0,0,0.23,0
"FER1L4",0,0,0,0,0,0.04,0,0,0,0,0
"RN7SKP271",0,0,0,0,0,0.01,0,0,0,0,0
"RPF2P1",0,0,0,0,0,0,0,0,0,0,0
"COX7BP2",0.01,0,0,0,0,0.28,0,0,0,0.08,0
"HMGB3P2",0,0,0,0,0,0,0,0,0,0,0
"TGIF2-RAB5IF",0,0.11,7.74,0.01,0.01,1.39,0,0,3.96,3.72,0
"HNRNPA3P2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL156P",0,0,0,0,0,0,0,0,0,0,0
"PPIAP3",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP185",0,0,0,0,0,0,0,0,0,0,0
"RN7SL237P",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP173",0,0,0,0,0,0,0,0,0,0,0
"RN7SL116P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL615P",0,0,0,0,0,0,0,0,0,0,0
"ADI1P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL443P",0,0,0,0.01,0,0,0,0,0,0,0
"PGBD4P2",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P3",0,0,0,0,0,0,0,0,0,0,0
"ZNF663P",0,0,0,0,0,0.01,0,0,0,0,0
"MKRN7P",0,0,0,0,0,0,0,0,0,0,0
"ZNF840P",0,0,0,0,0,0,0,0,0,0,0
"SNAP23P1",0,0,0,0,0,0,0,0,0,0,0
"ARPC3P1",0,0,0,0,0,0,0,0,0,0,0
"SNORD12C",0,0,0,0,0,0,0,0,0,0,0
"RN7SL197P",0,0,0,0,0,0,0,0,0,0,0
"SNRPFP1",0,0,0,0,0,0,0,0,0,0,0
"KRT18P4",0,0,0,0,0,0,0,0,0,0,0
"TMEM189-UBE2V1",0,0,0.03,0,0,0,0,0,0.08,0,0
"RN7SL636P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL672P",0,0,0,0,0,0.01,0,0,0,0,0
"PSMD10P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP184",0,0,0,0,0,0,0,0,0,0,0
"PPIAP10",0,0,0,0,0,0,0,0,0,0,0
"RN7SL170P",0,0,0,0,0,0,0,0,0,0,0
"HMGB1P1",0,0,0,0,0,0,0,0,0,0,0
"DPH3P1",0,0,0,0,0,0,0,0,0,0,0
"ARF4P2",0,0,0,0,0,0,0,0,0,0,0
"WASH5P",0,0,0,0,0,0.11,0,0,0,0.08,0
"SEPTIN14P19",0,0,0,0,0,0,0,0,0,0,0
"RNU6-2",0,0,0.03,0,0,0.03,0,0,0,0,0
"HMGB2P1",0,0,0,0,0,0,0,0,0,0,0
"RN7SL477P",0,0,0,0,0,0,0,0,0,0,0
"ELOCP28",0,0,0,0.01,0.01,0.23,0,0,0,0,0
"RN7SL121P",0,0,0,0,0,0,0,0,0,0,0
"SNRPEP4",0,0,0,0,0,0,0,0,0,0.08,0
"CLIC4P2",0,0,0,0,0,0,0,0,0,0,0
"ADGRE4P",0,0,0,0,0,0,0,0,0,0,0
"MBD3L2",0,0,0,0,0,0,0,0,0,0,0
"MBD3L3",0,0,0,0,0,0,0,0,0,0,0
"EXOSC3P2",0,0,0,0,0,0,0,0,0,0,0
"MARCHF2",0.02,0,0.03,0.04,0.01,0.78,0,0,0,0.16,0
"OR7E25P",0,0,0,0,0,0,0,0,0,0,0
"OR7E19P",0,0,0,0,0,0,0,0,0,0,0
"OR7H1P",0,0,0,0,0,0,0,0,0,0,0
"ZNF812P",0,0,0,0,0,0,0.02,0,0,0,0
"UBE2L4",0,0,0,0,0,0,0,0,0,0,0
"PPAN-P2RY11",0,0,0.03,0,0,0,0.05,0,0,0,0
"RN7SL192P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL833P",0,0,0,0,0,0,0,0,0,0,0
"GAPDHP76",0,0,0,0,0.01,0.01,0,0,0,0,0
"ZNF887P",0,0,0,0,0,0,0,0,0,0,0
"HNRNPA1P10",0,0,0,0,0,0,0,0,0,0,0
"ZNF788P",0,0.22,5.15,0.01,0.01,0.18,0.02,0.05,7,1.32,0
"RSL24D1P8",0,0,0,0,0,0,0,0,0,0,0
"ZNF625-ZNF20",0.01,0,0.19,0.01,0.01,0.01,0,0.05,0,0.08,0
"MTND2P40",0,0,0,0,0,0.01,0,0,0,0,0
"MTATP6P27",0,0,0,0,0,0.01,0,0,0,0,0
"PGK1P2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL619P",0,0,0,0,0,0,0,0,0,0,0
"EEF1DP1",0,0,0,0,0,0.01,0,0,0,0,0
"SNRPGP15",0,0,0,0,0.01,0,0,0,0,0,0
"RN7SL337P",0,0,0,0.01,0,0.21,0,0,0,0,0
"RN7SL842P",0,0,0,0,0,0.03,0,0,0,0,0
"OR7A1P",0,0,0,0,0,0,0,0,0,0,0
"OR10B1P",0,0,0,0,0,0,0,0,0,0,0
"CYP4F24P",0,0,0,0,0,0,0,0,0,0,0
"CLEC4O",0,0,0,0,0,0,0,0,0,0,0
"OR1AB1P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL146P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL823P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL513P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL70P",0,0,0,0,0,0,0,0,0,0,0
"PHF5CP",0,0,0,0,0,0,0,0,0,0,0
"ZNF56",0.01,0,0.03,0.03,0.03,2.53,0.02,0,0,0.47,0
"BNIP3P9",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P10",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P16",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P17",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P19",0,0,0,0,0,0,0,0,0,0,0
"ZNF826P",0,0,0,0.05,0,0.62,0,0,0,0.23,0
"VN1R78P",0,0,0,0,0,0,0,0,0,0,0
"KRT18P40",0,0,0,0,0,0,0,0,0,0,0
"VN1R80P",0,0,0,0,0,0.01,0,0,0,0,0
"BNIP3P25",0,0,0,0,0,0,0,0,0,0,0
"MTDHP3",0,0,0,0,0,0,0,0,0,0,0
"VN1R84P",0,0,0.03,0,0,0.03,0,0,0,0,0
"BRI3BPP1",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P27",0,0,0,0,0,0.06,0,0,0,0,0
"PCGF7P",0,0,0,0,0,0,0,0,0,0,0
"VN1R85P",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P33",0,0,0,0,0,0,0,0,0,0,0
"ZNF209P",0,0,0,0,0,0,0,0,0,0,0
"GOLGA2P9",0,0,0,0,0,0,0,0,0,0,0
"ZNF849P",0,0,0,0,0,0.01,0,0,0,0,0
"VN1R87P",0,0,0,0,0,0,0,0,0,0,0
"VN1R88P",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P37",0,0,0,0,0,0,0,0,0,0,0
"SNX6P1",0,0,0,0,0,0,0,0,0,0,0
"BNIP3P38",0,0,0,0,0,0,0,0,0,0,0
"IPO5P1",0,0,0,0,0,0.18,0,0,0,0.08,0
"BNIP3P39",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP22",0,0,0,0,0,0,0,0,0,0,0
"RN7SL154P",0,0,0,0,0,0,0,0,0,0,0
"ZNF807P",0,0,0,0,0,0,0,0,0,0,0
"FAM187B2P",0,0,0,0,0,0,0,0,0,0,0
"EEF1A1P7",0,0,0,0,0,0,0,0,0,0,0
"TYMSP2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL402P",0,0,0.03,0.01,0.01,0.21,0,0,0,0,0
"CTBP2P7",0,0,0,0,0,0,0,0,0,0,0
"RN7SL663P",0,0,0,0,0,0.08,0,0,0,0,0
"IFNL4",0,0,0,0,0,0,0,0,0,0,0
"RN7SL566P",0,0,0,0,0,0.03,0,0,0,0,0
"TDGF1P7",0,0,0,0,0,0,0,0,0,0,0
"LGALS13",0,0,0,0,0,0,0,0,0,0,0
"PRR13P5",0,0,0,0,0,0.06,0,0,0,0,0
"VN1R96P",0,0,0,0,0,0,0,0,0,0,0
"MIA-RAB4B",0.04,0.33,0.23,0.08,0.02,0.07,0.02,0,0.15,0.08,0
"CYP2T1P",0,0,0,0,0,0.01,0,0,0,0,0
"CYP2F2P",0,0,0,0,0,0.01,0,0,0,0,0
"CYP2G1P",0,0,0,0,0,0.01,0,0,0,0,0
"CYP2B7P",0,0,0,0,0,0.04,0,0,0,0,0
"RN7SL718P",0,0,0,0,0,0.01,0,0,0,0,0
"RN7SL34P",0,0,0,0.01,0.02,0.01,0,0,0,0,0
"PLEKHA3P1",0,0,0,0,0,0.12,0,0,0,0,0
"CEACAMP3",0,0,0,0,0,0.01,0,0,0,0,0
"CEACAMP5",0,0,0,0,0,0,0,0,0,0,0
"PSG10P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL368P",0,0,0,0,0,0,0,0,0,0,0
"NDUFA3P1",0,0,0,0,0,0,0,0,0,0,0
"CEACAM22P",0,0,0,0,0,0.07,0,0,0,0,0
"APOC1P1",0,0,0,0,0,0,0,0,0,0,0
"APOC4-APOC2",0.07,0,0,0.04,0.03,0,0.07,0,0,0,0
"EIF5AP3",0,0,0,0,0,0,0,0,0,0,0
"RN7SL836P",0,0,0,0,0,0,0,0,0,0,0
"NANOS2",0,0,0,0,0,0,0,0,0,0,0
"RN7SL364P",0,0,0,0,0.01,0.18,0,0,0,0,0
"RN7SL322P",0,0,0,0,0,0,0,0,0,0,0
"SEC1P",0,0,0,0.01,0,0.17,0,0,0,0,0
"NTF6G",0,0,0,0,0,0,0,0,0,0,0
"RN7SL708P",0,0,0,0,0,0,0,0,0,0,0
"SUMO1P4",0,0,0,0,0,0,0,0,0,0,0
"COX6CP7",0,0,0,0,0,0,0,0,0,0,0
"SIGLEC16",0,0,0,0,0,0.03,0,0,0,0,0
"NAPSB",0.05,0,0.06,0.11,0.12,5.26,0,0,0.15,0.16,0
"SIGLEC18P",0,0,0,0,0,0,0,0,0,0,0
"SIGLEC17P",0,0,0,0.01,0,0.04,0,0,0,0,0
"SIGLEC22P",0,0,0,0,0,0,0,0,0,0,0
"SIGLEC29P",0,0,0,0,0,0,0,0,0,0,0
"DPPA5P1",0,0,0,0,0,0,0,0,0,0,0
"ZNF137P",0,0,0,0,0,0.01,0,0,0,0.08,0
"ZNF321P",0,0,0,0,0,0.07,0,0,0,0,0
"ZNF816-ZNF321P",0.13,0.33,0.65,0.21,0.23,0.18,0.67,0.05,0.68,0.47,0
"ZNF702P",0.01,0,0,0,0.01,0.07,0,0,0,0,0
"NDUFV2P1",0,0,0,0,0,0.03,0,0,0.08,0,0
"TPM3P9",0.02,0,0,0.01,0.02,0.45,0,0,0,0.08,0
"TPM3P6",0,0,0,0,0,0,0,0,0,0,0
"RN7SL317P",0,0,0,0,0,0,0,0,0,0,0
"SEPTIN7P8",0,0,0,0,0,0,0,0,0,0,0
"MYADM-AS1",0,0,0,0,0,0.14,0,0,0,0,0
"KIR2DP1",0,0,0,0,0,0,0,0,0,0,0
"KIR2DS4",0,0,0,0,0,0,0,0,0,0,0
"RN7SKP109",0,0,0,0,0,0,0,0,0,0,0
"VN2R17P",0,0,0,0,0,0,0,0,0,0,0
"ZNF542P",0,0,0,0,0,0.28,0,0,0,0.08,0
"SLC25A36P1",0,0,0,0,0,0,0,0,0,0,0
"TPRG1LP1",0,0,0,0,0,0,0,0,0,0,0
"LETM1P2",0,0,0,0,0,0,0,0,0,0,0
"HNRNPDLP4",0,0,0,0,0,0,0,0,0,0,0
"RN7SL526P",0,0,0,0,0,0,0,0,0,0,0
"RN7SL525P",0,0,0,0,0,0,0,0,0,0,0
"CENPBD1P1",0.02,0,0,0.01,0.04,1.28,0.02,0,0,0,0
"RNASEH2CP1",0,0,0,0,0,0,0,0,0,0,0
"NAP1L1P2",0,0,0,0,0,0,0,0,0,0,0
"VDAC1P6",0,0,0,0,0,0,0,0,0,0,0
"EIF4A1P2",0,0,0,0,0,0.04,0,0,0,0,0
"KRT18P10",0,0,0,0,0,0,0,0,0,0,0
"RFTN1P1",0,0,0,0,0,0.01,0,0,0,0,0
"ZNF736P9Y",0,0,0,0,0,0,0,0,0,0,0
"CDC27P2",0,0,0,0,0,0,0,0,0,0,0
"MXRA5Y",0,0,0,0,0,0,0,0,0,0,0
"GYG2P1",0,0,0,0,0,0,0,0,0,0,0
"CDY4P",0,0,0,0.01,0,0.11,0,0,0,0,0
"CASKP1",0.01,0,0,0.01,0,0.58,0,0,0,0.23,0
"SFPQP1",0,0,0,0,0,0,0,0,0,0,0
"TAB3P1",0,0,0,0,0,0,0,0,0,0,0
"DPPA2P1",0,0,0,0,0,0,0,0,0,0,0
"PSMA6P1",0,0,0,0.01,0,0.07,0,0,0,0,0
"ANOS2P",0,0,0,0.01,0,0.22,0,0,0,0,0
"AGKP1",0,0,0,0,0,0,0,0,0,0,0
"ZNF839P1",0,0,0,0,0,0,0,0,0,0,0
"CD24P4",0,0,0,0,0,0,0,0,0,0,0
"BCORP1",0,0,0,0,0,0.01,0,0,0,0,0
"TXLNGY",0.03,0,0.06,0.1,0.05,3.14,0.05,0,0,0.62,0
"NEFLP1",0,0,0,0,0,0,0,0,0,0,0
"CDY10P",0,0,0,0,0,0,0,0,0,0,0
"OFD1P9Y",0,0,0,0,0,0,0,0,0,0,0
"FRG1GP",0,0,0,0,0,0,0,0,0,0,0
"FABP5P11",0,0,0,0,0,0,0,0,0,0,0
"FAM32BP",0,0,0,0.01,0,0.04,0,0,0,0,0
"PI4KAP1",0,0,0.03,0,0.01,0.23,0,0,0,0,0
"GGT3P",0,0,0,0,0,0,0,0,0,0,0
"TSSK1A",0,0,0,0,0,0,0,0,0,0,0
"TSSK2",0,0,0,0,0,0,0,0,0,0,0
"KRT18P62",0,0,0,0,0,0,0,0,0,0,0
"RN7SL168P",0,0,0,0,0,0.01,0,0,0,0,0
"RN7SL812P",0,0,0,0,0,0,0,0,0,0,0
