"gene","EC_C1_IGFBP7","EC_C10_COL1A2","EC_C11_RROX1","EC_C12_FCN3","EC_C13_MKI67","EC_C2_GJA5","EC_C3_HSPA1A","EC_C4_FLT1","EC_C5_ROBO2","EC_C6_ACKR1","EC_C7_IL6","EC_C8_IL32","EC_C9_CXCR4"
"FAM199X",5.37,16.2,6.74,7.52,18.12,14.31,7.92,16.84,20.85,10.18,12.52,13.72,10.56
"IL1RAPL2",0.01,0.19,0,0,0.24,0.04,0.02,0.13,0.43,0.06,0.03,0.09,0
"NRK",0.12,0.47,1.74,0,0.24,0.08,0.42,0.1,0.14,0.03,0.1,0.09,0.38
"RADX",0.01,0.09,0,0,0,0.06,0,0.05,0.08,0.03,0,0,0.44
"RNF128",0.26,1.78,0.61,0.23,0,0.43,0.1,0.33,0.46,0.25,0.26,0.33,0.38
"TBC1D8B",2.59,9.18,3.17,3.42,5.88,6.14,2.72,10.36,9.23,6.83,5.62,7.12,2.72
"MORC4",2.11,8.9,2.66,3.87,8.47,5.34,3.2,7.24,9.1,3.42,4.05,6.42,4.55
"CLDN2",0.25,0.75,0,0,0.24,0.23,0.12,0.05,0.14,0.15,0.1,0.28,0.13
"RBM41",3.85,11.89,5.41,4.56,9.18,9.82,5.19,13.36,14.6,7.69,6.77,9.51,6.32
"NUP62CL",0.07,0.28,0.2,0,0.71,0.19,0.12,0.1,0.43,0.28,0.52,0.05,0.63
"FRMPD3",0.02,0,0,0,0,0.02,0,0.05,0.19,0,0,0.05,0.38
"PRPS1",7.35,19.01,9.4,7.29,21.41,13.69,10.09,12.42,13.84,12.18,17.65,14.61,12.45
"TSC22D3",58.01,82.96,22.57,45.1,61.65,71.77,67.31,73.64,61.47,71.38,68.91,68.29,79.77
"NCBP2L",0.01,0.09,0,0,0,0,0.07,0.15,0.05,0.06,0.03,0.05,0
"MID2",1.31,5.06,4.7,0.91,4.94,2.63,2.25,4.82,8.8,4.03,4.18,3.89,3.03
"VSIG1",0.27,0,0.1,0,0.47,0.33,0.1,0.38,0.38,0.03,0.1,0.7,0.57
"PSMD10",11.05,22.38,8.58,10.71,34.59,15.18,10.56,25.17,19.25,12.86,14.91,25.76,9.73
"ATG4A",7.68,14.23,3.47,5.01,24,11.75,8.12,21.28,18.14,10.74,11.47,18.03,8.03
"COL4A6",0.02,0.56,0.2,0.46,0,0,0,0.08,0.16,0.03,0.03,0.05,0
"COL4A5",0.74,4.12,2.96,2.28,2.35,1.01,0.6,2.59,7.31,1.91,1.47,2.25,0.82
"GUCY2F",0,0,0,0,0,0.02,0,0.03,0.05,0,0,0.05,0
"NXT2",1.6,3.18,3.27,2.28,4,2.42,2.6,3.07,3.68,2.22,4.18,3.75,3.35
"ACSL4",9.57,22.75,8.38,9.57,34.12,22.03,12.81,32.99,35.09,19.14,19.45,27.63,15.17
"TMEM164",2.2,7.3,2.76,1.82,7.29,8.85,3.22,9.73,13.4,6.22,6.02,7.12,4.87
"AMMECR1",2.9,9.08,1.63,3.42,8.47,6.35,5.42,8.61,11.51,4.55,4.54,6.98,7.46
"CHRDL1",0.18,6.37,27.17,0.91,0.24,0.31,0.3,0.2,0.7,0.37,0.33,0.14,0.32
"PAK3",0.17,1.5,1.84,0.23,0.24,0.37,0.45,0.33,2.79,1.91,2.52,0.09,1.26
"DCX",0,0,0,0,0,0,0.02,0,0.05,0,0,0,0
"ALG13",13.48,32.4,14.91,16.4,17.65,26.68,19.11,30.8,41.84,21.69,29.88,27.17,28.07
"ALG13-AS1",0.09,0.84,0,0.23,0,0.68,0.12,1.32,4.01,0.31,0.26,0.47,0.63
"TRPC5",0,0,0,0,0,0.08,0.02,0.05,0.38,0.06,0.13,0.09,0.13
"AMOT",1.35,4.4,4.19,2.05,4.24,3.21,1.42,4.27,4.58,2.37,3.01,3.47,1.64
"XACT",0.01,0.09,0,0,0.24,0.1,0.07,0.15,0.43,0.03,0.03,0.05,0.7
"HTR2C",0,0,0,0,0,0.04,0,0.08,0.14,0.06,0.03,0,0
"IL13RA2",1.92,3.28,3.88,11.16,3.53,3.76,3,6.4,2.73,0.34,0.33,4.54,0.7
"LRCH2",1.15,7.58,9.4,1.82,2.35,3.19,2.22,3.5,11.72,4.98,6.31,3.28,1.64
"PLS3-AS1",0.09,0.47,0.1,0.23,0,0.6,0.07,0.46,1.16,0.31,0.2,0.19,0.25
"PLS3",29.21,59.55,31.05,25.74,66.12,62.17,34.44,60.01,61.77,38.62,42.33,64.5,26.36
"DANT2",0.16,3.93,1.33,0.46,0.71,0.7,0.22,1.19,6.15,1.82,1.47,0.7,0.51
"KLHL13",0.21,1.5,0.2,0,0.24,0.5,0.22,0.41,1.22,1.63,1.18,0.28,0.57
"WDR44",3.76,13.39,3.98,4.78,12.71,13.86,5.97,15.34,25.18,7.75,8.86,12.88,9.61
"DOCK11",1.34,9.74,0.82,1.59,1.88,0.72,1.87,0.86,6.58,8.62,8.66,1.64,12.45
"IL13RA1",15.9,31.27,10.42,19.36,29.18,29.16,22.63,32.99,41.08,35.88,36.91,25.57,18.39
"ZCCHC12",0.36,0.47,0,0,0.24,0.64,0.35,2.79,0.49,0.09,0.33,0.7,0.44
"LONRF3",0.53,3.93,3.47,1.82,0,2.75,2.2,2.34,13.65,1.26,3.53,1.26,2.53
"KIAA1210",0,0.09,0,0,0,0,0.02,0,0,0.18,0.1,0,0
"PGRMC1",20.12,47.57,30.34,27.33,37.18,36.05,30.64,27.04,36.07,37.66,49.33,28.81,20.54
"SLC25A43",2.82,9.93,5.62,2.28,8,5.75,3.15,5.71,10.24,6.68,8.53,7.17,4.68
"SLC25A5-AS1",0.12,0,0.1,0,0.47,0.25,0.05,0.81,0.43,0.37,0.1,0.75,0.06
"SLC25A5",43.47,72.28,48.11,38.27,73.65,54.27,50.17,51.78,55.67,56.98,74.4,61.45,53.54
"CXorf56",3.15,9.27,3.68,2.96,8.71,5.75,3.95,7.57,8.53,5.14,7.06,8.15,5.12
"UBE2A",18.48,43.45,24.92,14.81,47.06,30.18,24.3,32.15,35.66,26.83,39.13,38.64,31.61
"NKRF",2.15,7.21,2.35,2.05,8,4.84,4.52,8.08,8.58,4.25,5.17,5.62,8.91
"SEPTIN6",3.91,5.71,5.82,2.28,27.53,10.07,3.97,16.84,15.68,12.62,8.47,13.3,14.73
"SOWAHD",0.01,0.09,0,0,0,0,0,0.03,0.03,0,0,0,0.19
"UPF3B",9.9,30.15,12.26,10.48,19.53,18.72,13.29,20.9,24.99,14.98,17.75,19.77,15.04
"RNF113A",5.7,14.89,6.84,3.64,12.71,7.61,8.87,10.41,10.24,8.68,9.94,11.62,12.52
"NDUFA1",46.54,73.31,57.51,45.79,74.12,61.39,48.45,59.17,59.98,59.45,66.46,69.7,51.33
"AKAP14",0.02,0.09,0,0,0,0,0.05,0.05,0.08,0.03,0,0,0.13
"NKAP",13.19,34.74,17.77,14.58,26.59,22.36,17.38,26.1,28.19,21.29,26.19,27.4,18.2
"RHOXF1-AS1",0.03,0.66,0,0,0,0.21,0.07,0.33,0.79,0,0.07,0.28,0.13
"RHOXF1",0.06,0.09,0,0,0,0.08,0,0.1,0.16,0.15,0.2,0.09,0.06
"ZBTB33",3.71,8.61,3.98,4.33,12,8.5,5.62,12.27,11.81,6.46,6.24,9.56,7.46
"TMEM255A",0.03,0.47,0,0,0,0.1,0.05,0.05,0.16,0.06,0.1,0,0
"LAMP2",22.43,48.5,29.62,27.56,42.82,42.65,29.72,46.75,48.55,33.82,39.16,43.19,24.91
"CUL4B",8.41,21.07,10.93,12.76,23.06,14.71,13.46,24.4,24.07,14.68,15.53,19.95,12.01
"MCTS1",19.68,36.89,23.19,18.22,44,27.63,19.31,28.64,29.14,25.48,32.17,37.85,16.43
"C1GALT1C1",11.6,22.38,17.57,8.2,23.53,18.66,11.86,19.43,14.81,13.66,14.61,20.89,9.42
"GRIA3",0.03,0.28,0,0.23,0,0.17,0,0.18,0.3,0,0.03,0.09,0.06
"THOC2",18.27,47.47,23.7,22.78,40,35.02,26.05,44.64,50.04,32.52,34.59,40.75,29.39
"XIAP",14.39,37.27,21.55,17.08,36.71,31.19,22.48,39.51,43.92,26.34,28.64,34.47,23.83
"XIAP-AS1",0.03,0,0,0,0,0.02,0.02,0.05,0.11,0,0,0.05,0
"STAG2",15.93,44.29,19.41,21.41,45.41,36.65,24.7,46.6,60.55,29.82,34.88,38.97,32.62
"SH2D1A",0.37,0.37,0.61,0.91,0,0.39,0.32,0.13,0.3,0.09,0.23,0.23,11.88
"TENM1",0.21,1.12,0.31,0,0,0.43,0.62,0.94,0.6,0.06,0.07,0.33,1.45
"SMARCA1",4.85,20.97,16.04,9.79,14.35,11.91,9.04,16.28,22.37,12.03,15.14,13.77,7.08
"OCRL",2.6,8.8,4.7,3.64,6.82,6.54,3.57,8.74,11.59,5.6,5.98,6.89,2.28
"APLN",5.09,6.93,0.51,6.38,30.35,1.18,6.82,11.58,11.45,3.94,3.47,25.29,5.18
"XPNPEP2",0.14,0.66,0,0.23,0.47,0.14,0.32,0.18,0.43,0,0.1,0.05,0.25
"SASH3",0.27,0.84,0.31,0.23,0.94,0.37,0.37,0.36,0.35,0.15,0.2,0.33,8.28
"ZDHHC9",7.08,18.82,8.38,5.01,15.76,22.13,8.02,14.5,16.52,11.26,15.3,18.5,6.57
"UTP14A",3.7,10.86,5.01,4.33,16.94,7.22,5.04,8.91,13.65,8.15,9.68,10.91,4.8
"BCORL1",1.74,7.4,3.27,0.46,5.41,6.23,3.4,5.31,9.18,3.38,4.71,5.29,2.47
"ELF4",3.29,7.58,2.66,2.96,10.35,8.83,4.52,9.4,17.82,7.66,10.85,8.76,5.82
"AIFM1",4.71,11.05,3.98,3.19,12.24,8.79,5.24,8.79,11.26,8.74,9.22,9.37,4.93
"RAB33A",0.55,1.22,0.2,0.23,1.65,0.52,0.55,1.32,1.14,0.52,0.88,1.41,3.03
"ZNF280C",1.19,3.56,1.33,1.14,3.06,3.52,2.1,4.82,7.37,3.02,3.53,3.28,2.65
"SLC25A14",2.45,6.84,3.37,2.28,6.35,3.56,2.8,3.43,4.44,3.63,4.71,4.59,2.65
"RBMX2",9.98,26.31,13.18,9.11,17.88,16.9,12.09,17.17,19.5,15.48,19.48,19.2,10.81
"ENOX2",3.98,12.55,5.01,4.1,10.35,9.1,4.5,13.56,19.23,8.49,9.64,8.76,7.4
"IGSF1",0.13,0.56,0.31,0,0.94,0.21,0.05,0.3,0.16,0,0.13,0.19,0.06
"FIRRE",0.84,2.34,0.1,0.46,3.29,1.37,0.8,2.16,2.92,1.97,1.37,1.92,1.07
"STK26",0.18,1.97,0.2,0,0.94,0.7,0.4,0.41,0.62,0.43,0.75,0.14,7.77
"FRMD7",0.01,0,0,0,0,0,0,0,0,0,0,0,0
"RAP2C",4.24,11.24,5.31,6.83,12.47,7.9,7.62,11,11.89,7.23,9.15,11.94,13.4
"RAP2C-AS1",0.99,4.59,0.82,1.59,2.35,3.08,1.32,3.76,5.33,1.32,1.08,2.06,2.4
"MBNL3",1,4.12,0.82,2.96,4.71,2.65,1.35,4.04,5.12,2.28,2.39,2.76,5.37
"HS6ST2",0.02,0.37,0,0,0,0.02,0.05,0.1,0.24,0.09,0.03,0,0.06
"USP26",0.01,0.09,0,0,0,0,0,0,0.03,0,0.03,0.05,0
"GPC4",0.22,4.12,0.31,0,0.71,0.46,0.1,0.33,0.41,0.34,0.39,0.98,0.25
"GPC3",0.81,5.15,0.41,0.46,1.41,1.55,0.57,0.1,0.32,0.28,0.33,0.66,1.07
"PHF6",7.59,17.32,9.3,8.43,32,16.03,10.31,23.44,23.64,13.94,13.7,21.22,12.01
"HPRT1",13.87,29.78,7.46,10.48,42.82,20.99,14.64,20.47,25.18,20.89,28.21,24.45,14.35
"MIR503HG",2.39,4.96,0.82,2.51,8.94,4.55,1.8,8.33,4.55,0.98,0.88,6.14,2.4
"PLAC1",0.03,0,0,0.23,0,0.04,0.07,0.18,0.16,0.09,0.1,0.05,0
"FAM122B",4.18,11.61,4.39,5.01,13.41,8.44,5.37,9.67,10.56,7.45,8.96,8.99,6.26
"FAM122C",2.79,9.27,1.94,3.19,8,7.65,5.69,8.35,13.48,4.22,6.51,5.85,8.34
"MOSPD1",4.83,12.64,8.89,5.01,14.12,7.61,6.52,12.16,11.32,7.2,9.91,11.76,6.45
"SMIM10",9.25,26.22,8.99,3.19,15.53,10.13,10.86,10.26,13.35,19.45,23.21,8.34,4.61
"RTL8B",4.11,7.87,6.74,1.37,11.53,8.23,4.97,12.14,10.43,6.62,6.08,11.8,3.22
"RTL8C",11.63,22,17.47,8.2,38.12,25.27,13.06,35.32,30.63,20.34,16.8,33.58,13.59
"RTL8A",9.78,17.6,13.69,7.29,28.71,19.11,10.74,27.7,22.88,15.54,13.73,26.93,11.31
"SMIM10L2B",0.06,0.84,0,0,0,0.04,0.15,0.15,0.35,0.28,0.07,0.09,0.19
"ZNF75D",3.06,9.18,2.55,4.78,8.71,8,3.77,15.11,19.31,6.4,5,10.82,7.52
"ZNF449",2.89,5.62,3.37,2.28,7.29,6.27,2.62,10.31,8.96,4.65,1.96,8.24,3.54
"SMIM10L2A",0.3,1.87,0.41,0,0.24,1.18,0.5,1.45,1.06,0.58,0.75,1.5,0.44
"INTS6L",0.93,5.99,0.82,2.96,5.41,4.03,3.27,6.35,20.01,3.94,5.88,3.89,8.98
"MMGT1",4.99,16.39,7.56,4.33,19.76,10.75,8.14,12.67,17.11,10.92,15.59,12.13,9.61
"SLC9A6",2.11,5.24,2.66,2.05,8.24,4.57,2.7,5.71,8.45,4.22,3.56,4.36,3.41
"FHL1",10.96,41.01,40.76,36.67,24,20.37,21.88,11,36.1,12.86,18.27,17.33,13.21
"MAP7D3",7.44,22.75,18.28,26.2,25.65,7.47,8.69,14.68,28.62,14.77,16.57,18.78,8.91
"HTATSF1",10.32,26.12,12.05,8.88,33.41,20.77,12.64,22.22,22.91,16.03,18.76,25.11,15.3
"CD40LG",0.09,0.09,0.1,0,0,0.08,0.15,0.03,0.05,0.03,0.1,0,5.69
"ARHGEF6",4.97,18.73,4.49,7.29,10.12,11.81,8.57,19.68,18.33,6.74,7.06,11.85,16.18
"RBMX",31.06,60.49,39.84,32.35,66.35,45.87,39.21,52.23,61.17,50.15,57.5,51.48,42.98
"FGF13",1.46,7.49,2.86,1.14,2.12,1.49,1.72,5,13,2.52,2.88,6.28,1.9
"FGF13-AS1",0,0.28,0,0,0,0,0.02,0,0.05,0,0,0.05,0
"MCF2",0.05,0.56,0,0.23,0.24,0.43,0.12,0.46,2.06,0.31,0.62,0.14,0.44
"ATP11C",12.33,30.81,13.48,17.31,36.24,29.12,15.58,32.81,55.48,28.95,35.21,27.03,15.74
"SOX3",0.03,0,0,0,0,0.02,0,0.08,0,0,0,0,0
"CDR1",0.15,1.4,0,0,0,0.1,0.02,0,0.03,0.12,0.07,0.09,0.06
"LDOC1",6.46,16.1,10.93,6.83,6.12,4.86,7.42,6.58,9.78,13.88,16.7,8.76,3.79
"SPANXA2-OT1",0.09,0.28,0,0,0.24,0.12,0.1,0.69,0.84,0.34,0.23,0.47,0.25
"MAGEC3",0,0.09,0,0,0,0.06,0,0.08,0.43,0.09,0,0,0
"MAGEC2",0.04,0,0,0,0,0.02,0,0.03,0,0,0,0.05,0
"SLITRK4",0.15,1.12,0.1,0,0.24,1.99,0.1,0.1,0.08,0.09,0.16,0.09,0.06
"FMR1",8.64,23.97,9.91,11.39,27.76,20.19,13.91,27.3,32.52,14.46,17.52,21.45,16.56
"FMR1-IT1",0.03,0.19,0,0,0.24,0.08,0.02,0.18,0.08,0.12,0,0.09,0.19
"AFF2",0.11,2.15,0,0.68,1.18,0.17,0.12,1.04,0.95,0.34,0.13,0.66,1.01
"IDS",12.8,41.2,17.16,16.4,22.82,25.65,20.08,27.88,30.73,24.8,29.39,25.81,45.26
"CXorf40A",1.76,3.93,1.63,3.64,3.53,2.71,1.92,2.29,2.03,2.52,3.24,3.19,3.6
"TMEM185A",3.67,13.95,7.35,3.19,7.76,7.78,4.35,8.25,8.37,6.55,7.26,8.99,5.5
"MAGEA8",0,0,0,0,0,0,0,0,0,0,0,0,0
"CXorf40B",3.36,7.02,3.58,2.73,6.82,4.82,4.17,4.14,4.12,5.42,6.7,6.09,4.24
"MAMLD1",1.36,3.84,0.31,1.59,6.12,7.94,2.57,6.42,12.24,4.62,4.77,5.85,2.91
"MTM1",4.16,9.36,3.98,5.24,6.82,13.03,6.84,14.65,22.34,8.43,7.29,11.33,7.71
"MTMR1",1.28,4.68,1.53,1.59,3.76,4.98,2.27,4.65,9.26,3.69,2.78,3.61,4.55
"CD99L2",7.58,19.19,9.19,5.24,19.06,18.66,8.87,18.33,17.33,12.37,12.03,15.22,7.84
"HMGB3",5.15,9.27,12.56,4.78,57.41,14.31,4.8,11.43,9.15,6.52,7.52,15.32,6.26
"VMA21",12.13,26.22,11.64,13.44,38.82,22.42,14.81,26.84,28.81,21.05,25.5,27.45,17.76
"PRRG3",1.16,3.18,0.2,0.23,1.88,1.34,1.87,5.87,1.62,0.25,0.59,6.14,2.78
"GABRE",3.25,10.21,6.54,4.33,8.47,5.83,4.95,18.84,18.74,4.83,5.66,12.27,4.24
"GABRA3",0.02,0.09,0,0.23,0,0.04,0.05,0.05,0.38,0,0,0.14,0.06
"MAGEA3",0.01,0.09,0,0,0,0.02,0,0,0,0.03,0.03,0.05,0
"CETN2",11.79,27.15,17.36,11.16,27.53,15.7,10.51,18.92,18.85,16.68,18.21,23.33,7.96
"NSDHL",3.7,7.4,3.78,4.56,8.47,6.14,3.75,5.87,5.74,5.54,6.7,7.73,2.78
"ZNF185",0.39,1.78,1.12,1.37,2.35,0.6,0.35,1.09,0.89,0.68,0.78,1.45,0.63
"PNMA5",0.01,0,0,0,0,0.02,0.02,0,0,0,0,0.09,0.13
"PNMA3",0.02,0.19,0,0,0,0.04,0,0.03,0.03,0.03,0.03,0.09,0.13
"PNMA6A",0.12,0.56,0,0,0.24,0.08,0.07,0,0,0,0.1,0.19,0.06
"MAGEA1",0.01,0.09,0.2,0,0,0.04,0,0.03,0,0,0,0,0
"PNMA6F",0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF275",1.58,8.99,2.35,2.28,6.35,3.93,3.12,4.01,4.09,3.11,4.18,3.19,3.16
"ZFP92",0.04,1.03,0,0,0,0.1,0.05,0,0.03,0,0.07,0,0.13
"TREX2",0,0,0,0,0,0.02,0.02,0,0.08,0.12,0.1,0.05,0.06
"HAUS7",2.8,6.37,3.27,1.82,12,4.16,2.75,4.52,3.09,3.57,3.37,5.06,1.33
"BGN",14.33,71.44,21.65,8.88,37.18,36.44,13.54,36.54,21.47,17.2,16.12,38.92,13.84
"ATP2B3",0.01,0,0,0,0,0.02,0,0,0,0,0,0,0
"CCNQ",3.61,8.24,4.8,3.42,14.59,6.87,5.19,11.83,10.48,5.72,5.82,11.01,7.21
"PNCK",1.15,3.93,0.1,0.46,0.47,0.77,0.35,0.36,0.41,0.86,0.59,1.26,0.63
"SLC6A8",2.87,9.18,0.72,3.42,3.76,5.38,4.15,6.42,6.12,4.92,5.56,5.01,2.84
"BCAP31",44.32,62.83,55.36,41,66.82,55.8,43.98,59.12,55.13,65.05,67.44,64.96,38.37
"ABCD1",2.64,5.81,1.12,1.59,4.47,3.47,2.62,6.25,4.09,3.05,4.35,5.25,2.02
"PLXNB3",0.21,0.19,0.31,0,0.24,0.04,0.15,0.23,0.27,0.4,0.33,0.28,0.06
"SRPK3",0.03,0,0.41,0.23,0,0,0.05,0.05,0.03,0.09,0.07,0.09,0
"IDH3G",16.76,36.42,19.41,18,35.76,22.73,19.11,26.94,22.58,21.57,28.18,32.08,18.77
"SSR4",53.91,79.59,68.74,52.16,74.82,69.02,54.45,67.83,68.51,73.2,79.5,78.88,64.48
"PDZD4",0.77,1.87,1.53,2.28,1.41,2.42,1.07,1.35,2.82,2,2.32,1.17,1.07
"L1CAM",0.23,0.56,0.61,0.68,0.71,0.72,0.27,0.05,1.46,1.66,1.5,0.47,0
"AVPR2",7.26,10.67,3.58,5.24,4.71,7.05,8.77,5.61,8.94,10.95,12.88,5.81,3.92
"ARHGAP4",6.35,13.3,3.06,3.64,8.47,31.79,7.54,11.12,6.58,5.29,5.1,7.73,17.83
"NAA10",29.56,49.81,26.56,20.73,51.29,48.25,31.19,43.25,40.64,39.63,43.74,48.38,27.62
"RENBP",1.62,5.15,5.62,7.74,1.18,3.06,2.72,0.53,2.73,2.86,4.22,1.08,2.65
"HCFC1",7.8,20.41,10.11,8.88,30.12,15.57,10.56,21.05,20.99,13.94,16.57,18.74,14.16
"TMEM187",2.98,8.61,3.78,4.78,8,4.26,3.12,4.27,5.06,4.83,4.61,5.62,3.6
"IRAK1",6.62,14.23,6.54,3.64,26.35,12.24,6.72,14.58,12.94,10.68,12.1,17.85,12.01
"MECP2",13.97,38.95,16.55,20.05,29.88,26.18,21.23,36.31,46.09,24.65,28.73,29.04,30.15
"TKTL1",0.06,0.28,0,0,0,0.02,0.17,0.23,0.43,0.15,0.23,0.05,0.57
"FLNA",34,66.39,32.18,24.37,72.94,52.82,29.15,59.24,58.08,55.29,58.22,67.21,44.69
"EMD",15.93,36.24,17.67,12.98,37.41,25.56,18.23,21.86,22.2,23.91,33.87,28.67,25.22
"DNASE1L1",10.75,17.79,10.62,8.43,22.35,20.87,10.74,20.59,23.96,25.02,22.33,19.53,7.02
"TAZ",9.1,20.79,8.99,8.43,17.41,15.64,11.46,15.06,16.6,15.26,15.63,16.3,12.9
"ATP6AP1",24.54,41.76,25.54,21.64,47.29,42.17,24.03,42.15,33.9,31.02,33.64,44.36,22.76
"GDI1",14.63,33.71,16.55,12.98,30.35,25.98,18.51,24.86,23.42,22.65,26.54,29.37,19.85
"FAM50A",16.99,37.17,21.14,18.68,44.24,27.78,19.13,30.52,30.41,24.34,29.42,34.85,22.82
"PLXNA3",1.09,5.24,1.53,1.59,1.65,2.77,1.55,2.39,2.82,2,2.32,3.19,4.61
"LAGE3",16.18,33.43,19.92,15.95,36.47,24.07,17.81,20.95,23.02,23.05,32.92,27.68,17.83
"UBL4A",6.36,12.17,6.54,6.38,17.65,9.74,6.52,10.11,10.59,8.28,8.66,14.94,6.13
"SLC10A3",7.02,17.7,8.99,5.47,12.71,12.97,7.57,10.16,9.02,12.52,15.56,11.94,8.34
"FAM3A",7.64,18.73,10.21,4.78,15.06,12.04,9.72,11.88,12.59,11.45,14.35,14.75,7.96
"G6PD",4.79,11.89,5.52,3.19,12.47,6.31,5.44,7.01,7.01,8.49,12.03,10.4,7.14
"IKBKG",6.16,13.39,6.44,3.42,15.06,10.86,7.57,10.82,10.53,9.11,11.54,13.21,8.79
"CTAG2",0.14,0.09,0.2,0,0.47,0.1,0.22,0.08,0.03,0.28,0.49,0.09,0.19
"GAB3",1.81,5.06,3.17,2.73,6.12,2.92,2.62,7.26,11.35,4.25,3.43,5.2,6.76
"DKC1",8.63,20.41,14.1,7.97,32.71,13.36,10.76,16.3,20.17,15.42,20.86,20.09,12.07
"MPP1",6.65,12.92,15.53,11.39,25.65,4.92,9.32,9.47,17.11,13.2,15.89,13.72,7.02
"F8",18.16,33.99,31.87,25.51,6.35,36.36,20.4,28.31,24.97,21.32,24.98,11.8,13.4
"H2AFB1",0,0.09,0,0,0,0,0,0,0.03,0,0,0,0
"F8A1",2.41,7.96,4.19,3.87,10.12,4.9,2.9,6.48,5.5,3.35,3.33,7.73,5.56
"FUNDC2",26.07,52.62,42.39,19.82,38.59,42.11,30.02,36.49,35.91,38.37,50.77,39.77,27.05
"CMC4",2.73,5.43,2.25,2.05,20.47,4.47,2.75,10.23,6.77,4.12,3.76,9.84,3.16
"MTCP1",0.17,0.84,0.2,0,1.18,0.68,0.17,0.91,1.79,0.22,0.39,0.61,0.7
"BRCC3",4.17,10.3,5.41,4.56,13.65,9.66,4.62,11.3,12,6.68,7.03,9.51,5.75
"VBP1",14.26,32.3,19.2,12.53,42.12,21.88,17.38,23.29,23.8,17.72,26.25,28.01,17.57
"RAB39B",0.45,2.15,0.51,0.46,0.94,0.79,1.82,1.07,1.46,0.89,1.37,0.42,3.79
"CLIC2",16.52,32.77,24.82,15.72,30.82,26.18,26.3,28.64,49.58,38.92,49.36,25.9,14.1
"F8A3",0.39,0.47,0.31,0.46,2.12,0.7,0.5,0.91,0.84,0.25,0.49,1.59,1.2
"TMLHE-AS1",0.11,1.22,0.1,0.23,0,1.16,0.15,1.88,4.39,0.68,0.23,0.75,0.95
"TMLHE",2.07,6.93,4.29,3.19,4,7.59,3,6.55,10.43,5.08,5.1,4.54,4.61
"SPRY3",0.96,3.65,0.72,1.14,2.12,3.1,2,3.99,3.49,1.85,2.22,2.62,1.39
"VAMP7",8.16,20.13,8.68,7.97,17.88,14.71,10.09,14.83,16.33,13.72,17,16.21,9.23
"IL9R",0,0,0,0,0,0,0,0.05,0.03,0.03,0.03,0,0.32
"ZFY",2.69,8.43,2.04,2.51,11.29,6.68,4.42,8.18,13.35,4.06,3.92,8.06,8.09
"ZFY-AS1",0.03,0.19,0.2,0,0,0.21,0.17,0.25,0.89,0.09,0.23,0.14,0.32
"PCDH11Y",0.63,1.69,0,0.46,0,4.16,1.1,0.3,1,0.92,1.18,0.28,0.51
"TBL1Y",0.03,0.56,0,0,0,0.06,0,0,0.05,0.06,0.03,0.05,0
"PRKY",1.57,3.46,0.61,0.23,10.35,6.76,1.42,11.81,6.01,2.58,1.05,6.28,5.88
"USP9Y",2.93,10.86,2.35,2.05,8,8.69,4.47,13.64,18.14,6.74,4.12,8.9,10.24
"DDX3Y",13.18,30.9,10.83,14.12,27.76,23.25,28.27,24.07,39.43,17.72,24.26,25.48,30.53
"UTY",3.82,12.36,2.35,3.87,7.06,12.68,5.17,13.94,27.54,8.06,5.23,9.32,12.2
"NLGN4Y",1.88,5.34,2.35,0.68,5.88,3.99,1.45,8.89,10.15,2.92,2.26,8.29,2.34
"HSFY1",0,0,0,0,0,0,0,0.03,0.03,0,0,0,0
"TTTY14",2.16,8.33,1.74,4.1,5.65,8.02,2.17,9.37,19.2,5.35,3.6,5.95,3.98
"KDM5D",4.25,11.42,2.76,3.42,9.65,8.65,4.57,10.46,13.57,7.2,4.87,9.13,7.96
"TTTY10",0.2,2.81,0,0.46,1.41,1.59,0.17,1.65,5.25,0.8,0.52,0.8,0.82
"EIF1AY",8.73,18.35,11.54,8.88,22.59,14.17,9.17,10.11,14.24,9.78,11.02,17.05,14.16
"TTTY4B",0,0,0,0,0,0,0,0,0.03,0,0,0,0
"MAFIP",0.54,0.75,0.72,1.37,1.18,1.16,0.57,1.19,0.92,1.02,0.62,0.42,0.88
"PERM1",0.01,0.09,0,0,0,0.06,0.05,0.08,0.03,0.03,0.07,0,0
"TMEM52",0.16,0.28,0.61,0.23,0,0.17,0.12,0.25,0.22,0.15,0.39,0.14,0.32
"CCDC27",0.01,0,0,0,0,0,0.02,0.03,0.03,0,0,0,0
"PIK3CD-AS1",0,0.09,0,0,0,0,0,0,0,0,0,0,0
"C1orf158",0.02,0.09,0,0.23,0,0.02,0,0.03,0,0,0,0,0
"LRRC38",0.02,0.09,0.61,0,0,0.04,0,0.03,0.03,0.03,0,0.14,0.06
"CTRC",0.05,0.37,0.1,0,0,0.14,0.2,0.18,1.25,0.12,0.46,0.19,0.06
"TMEM82",0.02,0.28,0,0.23,0,0.17,0.05,0,0.14,0,0.07,0,0.06
"CLCNKB",0.04,0.19,0,0,0,0.1,0.05,0.08,0.03,0,0,0.05,0
"PADI3",0.01,0,0,0,0,0.02,0,0,0,0,0,0,0
"PADI6",0,0,0,0,0,0,0,0,0.11,0,0,0,0
"RCC2-AS1",0,0,0,0,0,0,0,0.03,0,0,0,0,0
