"gene","EC_C1_IGFBP7","EC_C10_COL1A2","EC_C11_RROX1","EC_C12_FCN3","EC_C13_MKI67","EC_C2_GJA5","EC_C3_HSPA1A","EC_C4_FLT1","EC_C5_ROBO2","EC_C6_ACKR1","EC_C7_IL6","EC_C8_IL32","EC_C9_CXCR4"
"ERAP2",16.24,31.46,14.91,16.63,44.94,21.55,22.58,32.12,31.6,27.57,24.81,31.66,24.34
"LNPEP",10.87,31.37,16.14,10.25,26.82,26.7,15.08,31.16,37.45,23.63,24.26,24.59,26.11
"LIX1-AS1",0.1,0.66,0,0.68,0.94,0.66,0.05,1.17,3.98,0.71,0.36,0.98,0.7
"RIOK2",4.31,10.3,7.56,4.78,14.82,8.48,6.82,10.77,13.95,8.58,10.76,10.4,9.17
"RGMB",4.14,11.89,4.39,5.01,8,7.03,11.09,8.81,9.99,6.89,8.92,6.98,7.33
"RGMB-AS1",0.42,0.66,0.51,0,1.88,0.56,0.7,0.56,1.14,0.86,0.72,0.84,0.32
"CHD1",17.9,49.63,15.32,19.13,40.71,40.87,31.94,45.23,64.12,35.69,52.6,39.91,42.48
"FAM174A",13.24,26.78,15.73,13.9,19.76,22.59,16.23,20.31,19.96,17.82,24.52,21.97,10.81
"ST8SIA4",10.43,19.76,3.78,10.71,25.18,15.08,13.31,43.93,34.25,12.06,16.97,31.99,19.6
"SLCO4C1",0.14,0.37,0,0.68,0.24,0.46,0.17,0.23,0.27,0.22,0.1,0.19,1.01
"SLCO6A1",0.01,0,0.2,0,0,0.04,0.02,0.03,0.03,0,0,0,0
"PAM",20.26,43.91,23.39,19.82,40,43.89,22.45,51.85,62.2,34.71,35.63,41.92,22.44
"GIN1",2.02,4.03,1.94,1.37,6.59,3.87,3.05,4.14,5.52,2.98,2.16,4.26,2.47
"PPIP5K2",8.69,22.66,14.61,8.2,26.82,21.12,13.39,26.21,34.58,19.11,18.83,22.67,14.41
"C5orf30",1.75,4.96,1.33,1.82,4.24,3.52,3.52,5.56,6.99,2.95,3.63,4.36,3.16
"NUDT12",1.72,3.93,3.27,2.51,4.24,4.32,2.77,4.6,4.6,4.03,2.97,3.75,2.53
"EFNA5",0.3,5.24,31.26,0.23,0.47,5.52,0.17,0.48,1.25,0.62,0.23,0.7,1.26
"FBXL17",4.73,17.79,5.31,6.83,12.47,17.5,7.57,23.82,41.81,12.46,10.53,16.91,13.84
"FER",7.33,27.06,9.91,12.3,16.94,19.59,14.46,29.74,52.02,16.31,16.25,20.89,15.8
"PJA2",20.16,49.16,31.26,26.2,45.65,41.32,31.37,53.53,60.28,35.85,37.69,45.34,34.01
"MAN2A1",8.7,25.66,11.34,11.85,26.35,18.68,12.39,25.06,37.69,14.31,17.55,23.89,20.35
"TMEM232",0.17,1.69,0.72,0.23,0.71,1.41,0.67,1.09,5.71,0.95,0.82,0.7,0.57
"SLC25A46",7.67,20.6,8.48,10.02,17.88,17.29,9.32,20.98,22.15,12.8,14.12,17.94,11.69
"TSLP",1.35,3,0.41,0.91,0.47,1.84,2.02,0.15,2.9,3.91,8.04,1.5,0.95
"WDR36",6.17,15.82,6.74,4.78,20.94,12.02,8.24,17.39,22.18,13.97,14.71,16.25,10.62
"CAMK4",0.2,2.53,0,0,1.18,0.54,0.52,0.43,0.43,0.18,0.26,0.23,14.6
"STARD4",5.69,14.23,2.55,3.87,22.82,14,8.79,20.39,17.06,9.82,13.37,14.1,10.18
"STARD4-AS1",1.55,5.06,2.96,1.59,5.41,3.85,1.62,10.54,9.4,3.42,1.83,7.78,1.52
"NREP",15.27,33.52,11.64,13.67,43.53,22.03,14.94,41.65,38.61,23.94,22.03,40.66,12.39
"NREP-AS1",0,0,0,0,0.24,0.02,0.02,0.36,0.32,0.09,0.07,0.19,0.06
"EPB41L4A",14.28,30.71,7.66,20.5,26.59,22.87,17.16,43.78,62.25,31.2,31.19,28.9,14.48
"EPB41L4A-AS1",16,40.36,26.15,20.27,22.12,20.35,20.73,20.52,31.98,29.82,39.56,25.85,21.24
"EPB41L4A-DT",1.19,1.59,0.82,1.14,4.94,2.36,1.65,5.43,4.96,2.09,2.48,3.51,0.88
"APC",12.08,32.49,14.61,14.81,31.76,27.32,17.18,43.96,44,22.25,22.2,35.36,18.96
"SRP19",16.09,34.08,23.08,13.21,43.53,28.23,19.41,34.33,31.6,24.22,29.52,35.97,23.51
"REEP5",35.87,64.51,55.77,34.17,59.06,54.68,40.03,58.58,56.21,51.48,57.6,62.81,40.39
"DCP2",9.75,25.09,10.21,14.81,35.53,17.95,14.51,28.31,38.48,19.51,21.41,24.73,21.05
"MCC",11.96,32.21,1.63,10.71,18.59,33.73,19.93,36.59,39.89,14.31,17.65,20.75,15.93
"YTHDC2",8.45,23.5,9.3,7.74,20,20.64,11.96,24.3,31.3,17.78,17.13,18.59,15.11
"KCNN2",2.6,4.21,1.53,0.91,9.41,6.37,2.7,11.17,8.5,1.66,2.55,9.88,3.29
"TRIM36",0.11,0.28,0.31,0.23,0.24,0.21,0.17,0.3,0.51,0.22,0.23,0.33,0.19
"PGGT1B",6.69,19.66,8.68,7.29,19.53,17.15,10.44,20.37,22.34,12.09,11.93,16.49,12.26
"CCDC112",5.24,14.33,5.62,3.64,10.59,13.07,6.17,13.89,13.65,7.78,8.86,15.08,6.01
"FEM1C",8,22.75,6.13,7.97,17.88,24.1,15.46,23.69,29.03,11.11,19.16,17.94,14.92
"TICAM2",0.53,1.78,0.72,0,5.88,1.59,0.62,3.02,2.11,1.02,1.08,1.73,0.76
"TMED7",11.39,30.9,14.2,11.62,33.18,25.58,15.96,31.21,28.62,18.68,20.5,28.67,14.29
"CDO1",0.54,5.24,0.72,2.28,0.47,2.09,0.42,0.1,0.62,2.92,3.79,0.28,0.51
"ATG12",15.08,35.39,21.55,14.81,36.71,25.73,20.48,30.7,34.55,24.37,31.68,30.54,24.84
"AP3S1",20.72,49.16,29.32,13.67,39.29,32.53,23.18,29.15,31.98,28.55,38.77,33.77,25.28
"LVRN",0.02,0.19,0.1,0,0,0.17,0.12,0.28,0.62,0.06,0.07,0.05,0
"ARL14EPL",0.01,0.09,0,0,0,0.04,0,0,0.03,0.03,0,0,0
"COMMD10",11.5,25,17.98,13.9,16,23.87,14.86,28.8,49.26,21.66,22.59,24.87,16.25
"SEMA6A",14.94,35.67,30.44,25.06,20.94,22.44,37.71,42.53,62.06,38.22,42.76,27.4,25.35
"SEMA6A-AS1",0.64,3.28,0.61,2.51,0.94,2.9,1.3,4.8,16.03,2.71,2.84,2.81,1.83
"SEMA6A-AS2",0.12,0.66,0.1,0.23,0.47,0.74,0.27,1.14,3.3,0.83,0.52,0.52,0.32
"DTWD2",0.77,2.62,1.63,1.37,0.94,2.59,1.55,2.74,4.71,2.22,1.73,1.73,2.21
"DMXL1",6.87,20.88,6.84,10.93,15.29,20.08,11.49,24.2,33.44,14.46,13.5,16.53,15.61
"TNFAIP8",3.19,10.02,3.37,3.19,7.29,10.38,4.05,6.02,7.77,5.66,10.89,5.11,25.6
"HSD17B4",11.22,29.96,12.36,14.12,28.47,23,14.24,26.13,29.03,18.65,19.68,23.14,12.71
"PRR16",0.12,10.86,0,0,0.24,0.19,0.07,0.2,0.16,0.18,0.13,0.19,0.38
"SRFBP1",10.58,27.43,17.47,11.16,29.18,20.27,14.06,29.23,36.04,21.32,22.29,29.56,14.03
"LOX",3.18,11.05,29.62,1.14,13.65,4.01,2.57,5.74,7.15,1.75,3.11,26.84,2.34
"ZNF474",0.02,0.19,0.1,0,0,0.04,0.02,0.05,0.03,0.03,0.07,0.09,0
"SNCAIP",1.15,4.96,11.44,0.46,3.06,12.1,1.67,1.12,7.39,8.12,6.02,3.37,2.09
"SNX2",17.36,39.79,35.44,35.08,31.76,25.96,21.55,34.64,43.03,27.32,31.55,33.63,24.53
"SNX24",3.06,9.27,3.47,3.42,8.47,7.11,3.55,7.47,12.67,7.05,8.01,7.17,4.05
"PPIC",30.56,51.87,39.84,21.64,40,41.05,29.4,37.99,43.11,59.26,61.43,45.01,17.38
"PRDM6",0.14,2.43,0.2,0.23,0.47,0.31,0.15,0.43,0.87,0.31,0.2,0.33,0.13
"CEP120",3.1,10.49,3.88,5.24,12,8.85,5.74,8.94,14.24,7.94,7.36,6.89,9.23
"CSNK1G3",11.24,29.78,12.36,9.11,29.41,33.01,17.88,33.06,39.72,20.06,24.03,27.63,21.74
"ZNF608",6.03,22.1,8.68,16.63,16.47,11.25,15.08,16.33,50.15,22.28,24.13,12.27,12.77
"GRAMD2B",2.89,9.55,4.29,3.19,6.82,8.07,4.85,11.5,13.35,5.45,5.72,6.18,6.45
"ALDH7A1",8.86,22.28,8.58,10.02,34.82,14.56,10.89,18.46,20.82,13.14,13.83,16.67,8.66
"PHAX",11.72,26.31,15.22,13.9,31.53,23.06,14.71,26.08,25.13,20,20.01,26.89,16.88
"LMNB1-DT",0.04,0.37,0.1,0.23,0,0.23,0.22,0.15,1.41,0.15,0.16,0.14,0.32
"LMNB1",1.91,4.78,1.33,1.37,44.71,2.65,2.42,5.38,7.61,4.34,7.49,6,8.41
"MARCH3",7.94,16.95,14.4,9.11,19.29,10.34,10.86,24.63,43.11,16.83,27.46,24.5,10.68
"C5orf63",1.16,3,3.06,1.37,1.88,1.94,0.8,1.9,2.14,2.15,2.26,2.67,1.52
"MEGF10",0.02,2.72,0.61,0,0.47,0.23,0.07,0.23,0.73,0.22,0.26,0.28,0.06
"PRRC1",8.33,19.94,10.32,7.97,30.59,16.15,9.74,24.5,21.85,14.98,16.77,22.25,9.42
"CCDC192",0.01,0.19,0,0,0.24,0.23,0.1,0.28,0.73,0.06,0.2,0.19,0
"SLC12A2",15.33,44.1,8.17,12.53,48.94,33.94,24.83,52.64,61.74,17.02,19.81,55.13,24.46
"FBN2",0.03,1.03,0.92,0,0.47,0.33,0.02,0.25,0.38,0.06,0,0.28,0.13
"SLC27A6",0,0.19,0.1,0,0,0.31,0,0.05,0.24,0.03,0.07,0.05,0.06
"ISOC1",2.89,8.05,4.49,2.05,7.76,7.2,4.5,3.94,5.93,4.03,5.66,5.25,6.7
"ADAMTS19",0,0.28,0,0,0,0.04,0,0.03,0.03,0,0,0.09,0
"MINAR2",0,0,0,0,0,0,0,0,0,0,0,0,0.13
"CHSY3",1.26,12.55,2.35,3.64,5.41,7.8,1.95,14.88,27.32,2.62,3.69,9.18,3.35
"HINT1",65.66,86.42,83.86,72.67,87.53,78.26,68.33,74.81,80.12,83.72,89.38,84.54,74.08
"LYRM7",5.5,15.45,7.25,7.52,16,10.61,7.47,12.37,13.51,10.06,9.09,12.18,8.6
"CDC42SE2",12.04,30.81,21.25,13.9,29.88,23.83,17.21,34.76,50.23,18.86,25.27,28.2,45.89
"RAPGEF6",4.21,8.8,4.29,3.42,15.06,8.71,5.72,18.13,13.89,8.28,8.73,10.49,14.22
"FNIP1",10.72,34.55,10.73,11.16,26.35,19.21,20.6,25.83,31.06,15.85,26.68,24.26,20.42
"MEIKIN",0.01,0,0,0.23,0,0,0,0.03,0.03,0,0,0,0.13
"ACSL6",0.21,0.56,0.2,0.23,0,0.1,0.3,0.13,0.19,0.09,0.13,0.19,1.77
"CSF2",0.07,0.19,0.82,0,0,0.06,0.15,0.05,0.27,0.06,0.33,0.19,0.7
"P4HA2-AS1",0.01,0,0.1,0,0.24,0.06,0.05,0.08,0.22,0,0.1,0.05,0
"P4HA2",4.03,14.42,4.39,3.42,13.88,6.62,3.92,8.25,10.15,5.14,6.21,10.59,2.65
"PDLIM4",8.31,12.92,28.29,2.51,31.06,18.63,6.89,11.1,17.09,24,28.8,21.92,5.94
"SLC22A4",1.6,3.84,0.82,0.68,6.35,3.5,2.6,6.68,15.84,4.86,7.85,5.29,2.09
"MIR3936HG",0.06,0.28,0.31,0,0.47,0.33,0.12,0.84,0.76,0.52,0.23,0.56,0.63
"SLC22A5",1.26,5.81,1.43,0.68,0.71,2.36,1.57,1.35,2.36,2.03,2.62,1.36,1.52
"C5orf56",8.09,18.07,9.3,9.11,6.35,10.67,9.77,11.12,4.41,9.2,10.92,7.96,8.09
"IRF1",28.15,65.73,29.32,30.07,37.41,52.66,62.61,36.67,56.3,42.74,81.92,37.7,56.95
"IL5",0.01,0.19,0,0,0,0.1,0.05,0.05,0.32,0.03,0,0.05,0.13
"RAD50",8.19,22,6.74,4.78,18.35,15.51,7.12,18.82,11.75,12.55,11.44,14.8,8.85
"TH2LCRR",0.01,0.28,0,0,0,0.23,0.07,0.33,0.68,0.12,0.07,0.05,0.19
"IL4",0,0.09,0,0,0,0,0.02,0,0.08,0,0,0,0.19
"KIF3A",4.41,13.58,6.33,5.92,10.82,10.18,5.49,13.51,13.76,7.05,9.09,14,8.66
"CCNI2",0.07,0.09,0.1,0.23,0.24,0.12,0.02,0.13,0.11,0.12,0.07,0,0.63
"SEPTIN8",3.68,6.55,3.06,2.28,21.65,8.02,2.65,21.76,12.62,7.57,4.48,16.81,4.05
"SOWAHA",0.03,0.19,0,0,0,0.04,0.05,0,0.03,0,0,0.05,0
"SHROOM1",8.78,17.7,2.76,4.78,9.41,25.21,8.54,11.3,9.78,10.4,10.62,8.76,7.02
"GDF9",0.23,1.69,0,0.23,0.24,0.66,0.85,0.48,1.73,0.65,0.75,0.61,0.57
"UQCRQ",48.05,75.75,62.1,44.42,80.47,66.18,47.75,58.53,55.51,61.72,68.75,68.76,46.59
"LEAP2",1.98,7.87,1.23,2.51,2.59,3.89,3.97,2.31,4.14,2.34,3.4,2.58,2.65
"AFF4",23.03,61.61,20.84,25.97,44.24,50.03,39.41,53.48,72.49,41.08,55.9,47.03,36.22
"ZCCHC10",11.94,28.84,13.69,9.79,30.59,23.14,18.36,24.56,34.06,18.4,27.3,24.96,16.06
"HSPA4",12.69,33.05,16.96,14.35,42.82,24.53,18.63,33.04,39.02,22.74,28.64,34.38,28.07
"FSTL4",0.27,0.37,0,0.23,0,0.17,1.05,2.79,0.27,0.12,0.07,0.47,1.07
"C5orf15",8.32,24.53,11.64,9.79,16.94,13.96,9.42,14.65,14.7,12.74,14.78,14.47,10.68
"VDAC1",25.9,50.47,28.91,20.73,62.12,40.14,27.8,42.05,45.68,37.17,49.1,48.99,32.68
"TCF7",2.66,11.24,2.86,2.28,5.88,5.09,7.79,3.78,9.13,2.68,6.31,3.75,17.51
"SKP1",58.65,83.24,76.2,58.09,79.76,77.6,66.76,74.56,76.17,74.52,82.31,77.61,68.58
"PPP2CA",17.55,41.39,21.86,16.4,43.76,33.15,26,36.01,36.18,26,38.35,37.94,32.62
"CDKL3",1.59,6.18,2.76,2.73,3.29,3.56,2.37,3.61,8.2,2.52,2.94,3.51,2.21
"UBE2B",34.05,68.16,44.94,30.52,61.88,57.31,46.03,56.35,63.5,49.63,65.28,58.08,54.42
"CDKN2AIPNL",9.28,18.54,11.54,5.24,24.94,14.52,10.14,14.09,13.24,12.22,15.56,18.17,10.24
"JADE2",6.67,14.7,5.52,4.78,13.18,9.8,9.64,18.05,17.76,11.23,10.4,12.93,15.8
"SAR1B",14.63,33.8,16.34,14.81,30.82,26.56,17.76,30.88,29.3,20.46,23.44,30.21,20.67
"SEC24A",4.77,13.95,6.44,4.56,20.94,11.21,7.87,18.08,23.59,9.17,12.85,16.63,10.62
"CAMLG",24.31,54.87,29.62,24.83,42.82,35.84,30.74,35.63,46.47,39.23,51.88,42.48,32.3
"DDX46",29.61,57.87,33.71,29.16,59.53,47.94,33.84,56.12,60.63,47.38,49.72,56.67,40.46
"C5orf24",24.15,52.53,24.31,25.28,54.82,41.7,29.87,51.17,45.6,35.82,38.87,48.62,25.73
"TXNDC15",14.65,35.02,20.63,17.77,28.94,23.78,18.31,25.6,28.46,24.74,29.16,29.27,17.32
"PCBD2",2.55,7.21,2.76,1.59,14.12,6.29,2.6,6.73,10.83,4.58,4.12,5.57,3.41
"CATSPER3",0.03,0.28,0,0,0.47,0.06,0.05,0.05,0.14,0.06,0.1,0.05,0.06
"PITX1",0.26,0.47,0.51,0.23,0,0.27,0.2,0.13,0.16,0.31,0.46,0.28,0.19
"C5orf66",0.04,0.56,0.2,0,0,0.17,0.02,0.46,0.81,0.18,0.29,0.09,0.06
"H2AFY",25.42,49.25,27.17,22.78,61.88,40.95,29.92,42.48,44.65,36,43.58,44.54,31.04
"DCANP1",0,0,0,0,0,0,0,0,0,0,0,0,0
"TIFAB",0.02,0.09,0,0,0,0.02,0.02,0,0,0.06,0.03,0,0.19
"CXCL14",2.41,9.55,2.25,1.37,0.94,3.35,2.2,2.18,1.68,3.42,4.81,2.62,2.34
"SLC25A48",0,0.09,0,0,0,0.02,0.05,0,0.05,0,0.03,0,0
"TGFBI",2.89,21.25,7.15,1.37,8.94,3.56,1.22,4.09,3.49,2.65,1.9,6,2.97
"SMAD5-AS1",0.26,0.94,0.41,0,0.94,0.33,0.3,0.48,0.73,0.34,0.42,0.23,0.32
"SMAD5",16.69,39.61,23.8,23.46,44.94,29.74,22.78,43.35,48.61,30.89,29.88,42.06,18.96
"SMIM32",0.01,0.09,0,0,0,0.08,0,0.05,0.03,0.03,0,0,0
"TRPC7",0,0,0,0,0,0,0.02,0.03,0,0,0,0,0
"TRPC7-AS1",0,0.09,0,0,0,0.02,0.02,0,0.16,0,0,0,0
"SPOCK1",0.86,4.78,0.31,1.37,0.71,3.7,0.6,0.89,4.77,3.54,2.84,1.03,0.57
"KLHL3",3.67,10.77,17.06,14.35,7.06,8.31,6.24,7.95,31.36,18.58,18.34,9.7,6.19
"HNRNPA0",34.96,69.01,45.05,39.41,64,52.49,47.65,50.43,57.7,53.78,71.27,57.8,50.44
"MYOT",0.02,0,0,0,0.24,0.1,0.02,0.08,0.22,0.09,0,0,0
"PKD2L2",0.22,1.31,0.1,0,0.24,1.2,0.45,0.99,4.44,0.8,1.01,0.42,1.39
"FAM13B",5.98,22.85,8.48,7.97,17.41,19.07,11.54,22.88,41.84,14,18.27,15.78,20.8
"NME5",1,3,2.35,0.68,0.71,1.55,0.95,1.5,3.14,2.89,2.81,1.5,0.63
"BRD8",8.16,18.35,9.4,10.71,30.12,15.08,10.54,20.49,22.37,15.29,12.52,17.52,11.69
"KIF20A",0.15,0.19,0,0,31.53,0.1,0.2,0.18,0.11,0.12,0.16,0.42,0.13
"CDC23",4.31,11.52,6.64,5.24,17.18,8.77,5.29,11.2,10.83,6.77,6.54,9.84,7.02
"CDC25C",0.03,0.37,0,0,8.94,0.1,0.1,0.1,0.32,0.12,0.03,0.28,0.44
"FAM53C",7.67,30.24,10.52,7.74,17.65,15.45,16.06,13.05,19.47,12.89,26.09,13.3,16.88
"KDM3B",6.5,22.38,7.66,6.83,18.12,15.31,9.82,20.87,30.38,13.48,14.94,15.74,12.39
"REEP2",0.09,0.37,0,0,0.71,0.14,0.1,0.28,0.16,0.03,0.1,0.09,0.25
"EGR1",35.81,78.84,37.08,44.65,44.94,58.97,68.76,47.21,57.27,52.12,79.63,44.45,44.63
"ETF1",13.65,36.8,17.88,14.12,40,26.76,19.98,30.12,42.35,24.71,38.35,32.04,28.07
"HSPA9",19.12,47,24.51,20.27,49.41,35.66,29.5,40.81,54.7,34.03,47.56,42.11,37.23
"CTNNA1",37.77,66.1,43.41,37.81,71.53,65.77,43.81,77.17,84.29,55.38,60.71,71.38,34.2
"LRRTM2",0.66,2.34,0.92,1.82,2.12,1.43,2.1,2.34,2.55,1.75,2.19,1.31,1.01
"SIL1",11.03,25.75,9.91,9.79,25.18,18.37,10.16,23.39,28.92,15.82,17.91,24.4,11.25
"MATR3",1.9,2.06,9.09,0.68,1.65,2.38,1.8,0.48,1.25,3.32,6.15,0.94,2.34
"SNHG4",0.32,0.75,0.31,0.46,4.71,1.22,0.5,1.96,1.6,0.4,0.85,1.55,0.7
"PAIP2",34.74,61.89,46.07,35.31,52,53.3,40.71,52.87,56.92,44.8,55.08,55.04,46.84
"SLC23A1",0.06,0.19,0,0,0,0.23,0.07,0.3,0.38,0.18,0.13,0.14,0.25
"MZB1",1.16,2.43,1.74,3.42,2.82,2.23,1.02,1.24,4.14,1.82,1.8,1.41,5.25
"PROB1",0.83,2.25,0.72,1.59,1.65,1.24,0.8,3.86,1.9,1.14,1.5,2.81,0.44
"SPATA24",1.72,3.37,1.84,2.73,4.24,1.9,1.62,2.74,2.79,2.74,3.63,3.33,1.33
"DNAJC18",4.9,16.39,7.87,6.38,10.35,11.91,8.74,15.44,24.42,11.17,14.09,12.08,7.59
"ECSCR",34,32.4,76.81,24.83,64.94,49.87,37.24,66.38,66.61,54.12,49.07,62.15,35.02
"SMIM33",0.03,0.56,0,0,0.24,0.27,0.37,0.33,1.06,0.15,0.62,0.33,0.19
"TMEM173",30.21,46.82,27.07,23.69,44.71,45.85,35.99,44.92,42.57,46.15,54.14,44.36,29.77
"UBE2D2",33.16,66.1,39.63,30.52,61.41,54.27,39.71,52.18,60.28,48.22,62.31,56.35,48.42
"CXXC5",10.07,26.22,18.69,6.38,31.06,16.73,9.89,28.77,24.83,13.26,15.1,29.98,9.8
"PSD2-AS1",0,0.09,0,0,0,0,0,0,0,0,0,0,0
"NRG2",1.17,6.18,1.43,1.37,0.94,3.31,2.52,3.83,8.31,1.66,1.83,2.58,1.77
"MALINC1",0.32,1.59,0.41,0.68,0.71,1.37,0.62,0.94,1.57,0.65,0.75,0.75,0.95
"PURA",17.94,53.65,16.34,21.87,41.18,36.42,29.55,47.13,49.01,31.35,33.77,40.33,29.84
"IGIP",2.45,7.58,1.94,1.37,4.47,5.38,3.45,7.8,6.01,3.6,4.38,4.96,3.16
"CYSTM1",29.82,63.3,27.58,33.71,32.71,54.85,37.56,30.7,50.31,46.18,61.75,37.14,25.98
"PFDN1",23.69,43.35,29.21,22.32,50.59,40.21,26.8,42.79,42.24,32.22,35.89,43.56,23.01
"HBEGF",20.05,47.28,9.19,11.62,32.94,48.27,37.44,46.01,34.93,17.88,40.67,35.64,17.76
"ANKHD1",8.23,15.07,7.87,6.38,30.82,18.01,9.39,32,25.45,16.43,14.02,24.26,14.73
"SRA1",14.53,36.8,16.96,15.26,27.29,23.47,17.23,22.17,24.13,22.15,29.45,27.26,19.97
"EIF4EBP3",4.17,5.52,3.58,2.73,8.24,6.2,4.17,5.05,3.87,6.95,8.14,6.7,2.34
"APBB3",2.32,5.71,2.15,1.59,1.41,3.33,3.72,2.82,4.33,4.71,4.28,4.17,2.78
"SLC35A4",8.05,19.01,8.68,9.34,27.06,13.8,10.36,16.05,12.78,11.72,16.25,18.17,8.85
"CD14",7.67,17.23,7.87,27.11,11.06,4.34,20.83,10.54,21.15,16.46,20.2,9.65,13.78
"NDUFA2",34.11,60.77,45.97,38.95,65.88,45.58,36.84,44.9,46.74,47.17,53.68,52.88,37.8
"TMCO6",2.89,5.06,2.45,2.96,4.47,2.98,3.3,2.87,4.49,5.14,6.51,3.37,2.47
"IK",24.22,49.25,27.07,26.88,50.82,41.22,29.25,47.94,51.96,39.17,41.71,46.56,34.13
"WDR55",5.35,12.27,7.05,5.47,20.47,9.25,8.24,11.68,12.56,9.82,11.9,14.05,7.9
"DND1",0.22,0.75,0.2,0.23,0.71,0.46,0.5,0.18,0.43,0.28,0.23,0.37,0.57
"HARS",11.7,23.78,11.54,11.16,27.06,18.7,13.11,18.44,20.9,18.03,23.67,23.93,12.39
"HARS2",4.28,10.11,3.37,2.96,10.35,7.28,5.02,8.76,8.72,7.69,7.39,8.67,5.06
"ZMAT2",19.09,39.89,24.51,20.5,41.41,32.14,21.8,31.92,34.31,30,34.52,34.52,25.16
"PCDHA1",0.01,0,0.1,0,0,0,0,0,0,0.03,0,0.09,0
"PCDHA4",0.1,0.19,0,0.23,0.24,0.25,0.07,0.2,0.14,0.15,0.13,0.19,0.06
"PCDHA5",0.02,0.09,0,0,0,0.06,0.02,0.1,0.14,0.03,0,0.14,0
"PCDHA6",0.02,0.28,0,0.23,0.24,0.08,0,0.05,0.14,0.06,0.03,0.09,0.06
"PCDHA7",0.02,0.28,0,0,0,0.04,0.12,0.13,0.11,0.06,0,0.09,0
"PCDHA9",0.02,0.09,0.1,0,0,0.02,0.1,0.25,0.11,0.09,0.03,0.05,0.06
"PCDHA10",0.12,1.03,0,0,0.94,0.52,0.15,0.51,0.38,0.4,0.36,0.28,0.44
"PCDHA12",0.01,0.28,0,0,0.24,0.1,0.07,0.15,0.11,0.09,0.07,0.05,0
"PCDHAC2",0.05,0.28,0,0,0,0.08,0.05,0.03,0.08,0.09,0.07,0.09,0.06
"PCDHB2",1.13,3.37,1.02,0.46,1.41,2.83,1.5,2.59,2.65,2.49,2.58,2.76,0.63
"PCDHB3",0.69,2.06,1.02,0.91,1.18,1.8,1.02,1.9,1.73,1.69,1.08,1.41,0.51
"PCDHB4",2.08,6.74,1.63,2.05,2.82,5.56,3.15,4.75,5.42,2.71,3.24,4.31,2.47
"PCDHB5",0.68,3.09,1.02,1.59,0.94,2.17,0.95,2.08,2.06,1.17,1.27,1.83,0.88
"PCDHB6",0.31,0.66,0.51,0,0,0.68,0.27,0.66,0.76,0.62,0.65,0.84,0.32
"PCDHB7",0.49,2.25,2.55,0.23,0.94,0.95,0.4,1.5,1.27,1.32,0.78,1.73,0.25
"PCDHB16",1.18,6.46,1.43,1.82,0.71,3.6,1.75,3.56,4.12,2.8,2.45,2.53,1.33
"PCDHB9",0.29,2.06,0.2,0.46,0.47,0.91,0.65,0.89,1.03,0.52,0.62,0.61,0.38
"PCDHB10",1.49,3.75,2.35,1.82,2.82,2.59,1.37,3.78,2.6,2.89,2.29,4.45,0.95
"PCDHB11",0.61,0.84,0.92,0,0.94,1.65,0.8,1.3,1.19,1.35,0.92,1.26,0.82
"PCDHB12",0.69,1.97,1.02,0.68,0.94,1.65,1.12,2.13,1.87,1.48,1.05,1.41,0.51
"PCDHB13",1.17,2.34,1.53,1.14,1.41,2.17,1.12,3.38,3.06,2.15,1.77,1.78,0.95
"PCDHB14",1.87,5.62,2.55,1.82,2.35,4.03,1.77,4.82,4.79,3.14,3.11,3.42,1.58
"PCDHB15",1.26,4.78,2.86,0.91,0.47,2.81,1.45,2.72,3.33,2.4,2.26,3.19,1.01
"TAF7",18.03,54.21,28.5,22.1,41.41,33.61,39.16,31.36,42.24,33.23,47.14,33.35,42.92
"PCDHGA1",0.07,0.47,0.1,0,0.47,0.14,0.17,0.46,0.24,0.15,0.16,0.33,0.38
"PCDHGA3",0.05,0.56,0.1,0,0.71,0.19,0.27,0.36,0.11,0.18,0.29,0,0.13
"PCDHGA5",0.27,1.5,0.92,0.91,0.71,0.93,0.6,1.24,1.33,0.98,0.59,0.7,0.44
"PCDHGB3",0.03,0.28,0,0,0.24,0.17,0.15,0.18,0.27,0.12,0.13,0.23,0
"PCDHGA6",0.56,1.31,1.12,0.23,1.88,1.55,1,1.8,2.09,0.89,0.98,1.97,0.88
"PCDHGA7",0.13,0.66,0.2,0,0.47,0.37,0.32,0.43,0.57,0.4,0.26,0.37,0.44
"PCDHGA8",0.17,0.66,0.2,0,0.71,0.48,0.37,0.63,0.73,0.28,0.33,0.28,0.51
"PCDHGA9",0.3,0.94,0.2,0.23,0.94,0.93,0.7,1.63,1.73,0.89,0.78,0.94,0.76
"PCDHGB6",0.86,2.72,2.35,0.91,1.88,3.23,2.12,3.66,4.2,1.78,1.83,2.06,0.95
"PCDHGA10",1.1,3.46,2.55,0.91,3.29,3.31,1.9,4.27,5.69,2.31,1.7,3,2.28
"PCDHGB7",1.1,2.53,1.23,0.68,4.71,4.01,1.85,4.47,4.31,2.18,2.16,3.19,2.15
"PCDHGA11",0.23,0.75,0.31,0.23,1.18,0.66,0.27,0.63,0.6,0.43,0.26,0.66,0.19
"PCDHGA12",0.46,2.06,0.82,0.23,3.29,2.61,0.87,2.26,1.71,1.23,1.37,1.78,0.95
